Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,_subclass_
0.3516689802167295,-0.10432981614620385,-0.029452887911577196,-0.10100498092295979,-0.36270564263297994,-0.17214306321778533,-0.0066497809484280385,0.005557747121023912,0.06487569869397768,-0.32384953009390594,0.08586202914481714,-0.11390429344636142,0.042001012551389494,0.022268707061325617,-0.12374666694496414,-0.1302813387844495,-0.13577668913535995,-0.024666069064872346,0.17336631609162922,-0.0323939591532458,T
0.343082872004118,-0.08995329598402486,-0.009818935825716977,-0.04696547715300809,-0.23938158718594624,-0.1413908108471539,-0.0065666083154707865,0.006750512706575684,0.09721868109843666,-0.2597896169656865,0.08917342111724769,-0.03134646301131857,0.03173719518895505,-0.12069428740391352,-0.14248048799424898,-0.09724780353754513,-0.042855676642577806,0.04324167074785519,0.09262083026550744,0.04693188840251842,T
0.06029773114616288,-0.026380927437503168,-0.004362240435546985,-0.016480491774461863,-0.15923949888581673,0.10404116330395263,0.08462748054961203,0.06690767359369634,-0.08744094806544783,-0.02963697541033993,-0.1041934659517213,0.005168491909844532,-0.0031737115075260447,-0.008384350913456533,-0.1254878088550341,0.059404583188682955,0.23473530272817972,-0.21334450201965616,-0.006971553712705827,0.06630613042461224,T
0.5348772742348555,-0.13161518518902363,-0.019736096220039114,-0.05852151257135063,-0.38624574971446085,-0.19893605142833914,-0.03310656593140041,0.012581573222909379,0.03142700983445192,-0.3267044964488193,0.08508207187163873,-0.08480428928819814,0.015049284266461226,-0.05942141543659269,-0.12423644524651341,-0.13067095779174043,-0.15397479669086764,0.038018887839989655,0.15177203902221334,-0.016015404676062595,T
0.16412408186734256,-0.03649661617675837,0.016520048295828087,0.043412246377223435,-0.005345302842032084,0.03442638907341275,-0.05442293599859669,0.010380614438646275,0.016762867466025982,0.09075037510940452,0.016091347126689762,0.01635135218927776,-0.048454860061986085,-0.057137502581145874,0.033502482968935925,-0.020560994128754236,0.0384547011840068,0.00354805288884075,-0.13929063336307068,0.04691922633894055,T
0.36456784498902317,-0.08507460668308933,0.02505362577754083,0.07758047251939591,-0.07641474075015793,0.10723433120790338,-0.1781227270879533,0.07309507755298765,0.04628003038716354,-0.019638142452932196,-0.05004477717125576,-0.011885963639932377,0.07138100468975597,0.21396155049813143,0.23734687739739466,0.06644934237485778,-0.014185358381585307,-0.08446003026439462,0.047403596104266574,-0.006665535404649205,T
0.35693713873762767,-0.11550071811223131,0.03193687310843055,0.0478750672640407,-0.127672849551972,0.004651856860937394,-0.20500879394348337,0.1563538069791202,0.1532512903855701,-0.11951182954770859,-0.04052756033377537,-0.015096764380279397,-0.0016470211979527985,0.43823331737426036,0.42387623946331743,0.09475630698568571,-0.06768034518305485,0.050343656032555015,0.21625299302726944,-0.05199555824212232,T
0.17307612183475754,-0.061353702954796904,0.017912676859669838,0.030463869575033838,0.0438621261107917,0.032170507983677904,-0.1080557974315466,0.1465741152654818,0.01686968433190189,0.16474918809064187,-0.164302170188028,-0.08639187216006125,-0.18100894759502445,-0.2697259255222255,-0.1207988224151974,0.1563936325712223,0.002758852233428818,0.18763934977227462,0.040852640884462686,-0.28998438871665017,T
-0.12282241574819437,-0.014572827053122623,0.09843981906023773,0.012166037602213034,-0.08156644475320905,0.16429380486017658,0.1313120296323837,0.13838008384995215,0.028449319336576614,0.004459394686544648,-0.05018455475701513,0.0707602342059258,-0.21257391337207182,0.07861821386462714,-0.19437140676441636,0.10640913354796552,0.5472527208409589,-0.25284851752147014,0.319637635948675,0.1475632141601434,P
0.20893282684202574,0.3391339237366485,0.06643535473178327,0.08344624472012857,-0.0035729796512261117,0.01857858620546014,-0.0844899327899835,0.04071684536030934,-0.07977654485694315,0.002466768931155116,-0.05694558836556713,0.09823469982783242,0.011206862729897314,-0.09288106143799793,-0.041274981328869656,0.005373206085263307,0.1507425043279852,-0.02696296879397192,-0.11903412473104233,0.02207732700138572,T
0.19257351833306807,-0.04158441848847626,0.022715943967074576,0.0627885953418104,0.005908842437647364,0.05217640599364082,-0.07652013057170216,0.02512395550184169,-0.029964136280828488,0.031756893765466476,-0.03466362628534239,0.06672628194176611,-0.009096865733052881,-0.06680409378168287,-0.0074963436053781555,0.025917954531880734,0.026903730386510158,0.019751124823509245,-0.0758445887289401,0.011987885578034447,T
0.29656302751476993,-0.05433150141686318,0.027002286785997812,0.0986840833567397,-0.006936451581223094,0.08639919766609855,-0.1236682918739058,0.030473152479342923,-0.06105971027096872,0.049467072582973906,-0.06796981927386689,0.10202460970508677,0.0029892139800082995,-0.14699913054001354,-0.0066268501176486765,0.06148202321035038,0.04242970947319861,0.037834253904297566,-0.18948804371790542,0.054230936977542596,T
0.2965630275147699,-0.054331501416863194,0.027002286785997708,0.09868408335673966,-0.006936451581223205,0.08639919766609883,-0.1236682918739059,0.03047315247934291,-0.06105971027096842,0.04946707258297391,-0.06796981927386687,0.10202460970508677,0.0029892139800082197,-0.14699913054001432,-0.0066268501176485585,0.06148202321035055,0.042429709473199066,0.03783425390429772,-0.1894880437179043,0.054230936977542804,T
0.33031319175510154,-0.04483572291486472,0.021148048819106324,0.0864889946994823,0.015211490005884256,0.08912316693933742,-0.12843256566647032,0.009727832260989085,-0.11774741304330055,0.2798590749581975,0.21313817550122244,0.20370265879115282,0.23624793864709664,-0.013235018632764495,-0.18055175098873485,0.12811125316581096,-0.06020984698377179,0.07172271345974811,0.09744321092338237,-0.06371008785590818,T
0.4530736998005466,-0.08761031977006783,0.04956047234971348,0.15012447692902117,0.29906111033966315,0.10832184762356362,0.07754422674149732,-0.10344524390082208,-0.35075616509139845,0.02114830118572103,0.06483208624715878,-0.10918392160894036,-0.1176764018035954,0.014659503503797537,0.010253285802135567,-0.13044056235141357,-0.07350401069182508,-0.038977775392316234,0.002304103611183425,0.017940161304849784,T
0.1610700636759177,0.20889764457445917,0.0003469949826699452,-0.07973045345593074,-0.1293765602424094,-0.15833901019924201,0.02735354267397861,-0.08528683462986644,-0.05738091745507368,-0.005365002951487757,0.010326282838469328,0.08399225666489664,-0.019518278956579954,-0.06205672531605018,-0.008095367614852137,-0.04563395947529825,0.03472484428075434,0.06916538946228722,-0.017762706687568713,-0.0012944288628583094,T
