Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,Component41,Component42,Component43,Component44,Component45,Component46,Component47,Component48,Component49,Component50,_subclass_
0.380509095880303,-0.10067310593944231,-0.03071656682116493,-0.10144599514881675,-0.324384688464169,-0.2684811322429182,0.13802074079551266,0.006150952764390583,0.1239752071199365,-0.28782886887027026,-0.2268868640312363,-0.0731569046481471,0.003666935824284981,0.20208568367309954,-0.06123983102728547,-0.15106039460579326,0.14493157923928124,0.020522519096836136,-0.14430230232363292,-0.12020480822582284,-0.08797657241358682,0.08502918342510551,0.01356517836965173,0.07147456318902187,-0.04730790329115799,0.06877796721920384,-0.030494040619199355,0.09001219988942864,-0.11055658970545698,-0.02080011506880937,0.09501552842639613,-0.07417697239254549,0.06482334956782182,-1.5612511283791264e-17,5.303049666061099e-15,0.03589468629875441,0.019161754653145565,0.006201180460142069,0.08910109654513221,0.05834707843025226,0.012764223212304653,0.03706062102412865,0.0011740137192910657,0.01350086747261101,0.05628562882043237,0.005766385950562,-0.06666312977128167,-0.03119847833755585,0.021079352320743518,0.044089669778419396,T
0.34379546787222537,-0.07862765008274247,-0.005553253181393907,-0.04318383019265949,-0.17733812570696345,-0.18978438847835535,0.08965922158472073,0.0039976249089933745,0.12420754315440857,-0.1984196037884641,-0.13009306038099452,0.03412475448736038,0.03889574042183734,0.14521722318939564,-0.1669810179384267,-0.051957788277303796,0.020520216700177604,0.04943655717005702,-0.07675264817388855,0.025128822198735867,-0.0676828308493017,-0.005816194179286298,-0.04403555446769788,0.018279314542040598,0.0594513757219313,0.021630268010503745,-0.030655806902929933,-0.00048204905611029004,0.012019815439581942,0.036547242380074674,-0.07019386222480936,0.12699745399236811,0.012875765389913101,-4.848552115355176e-16,2.5222879340702775e-15,-0.06419840140268337,0.012806594710051803,-0.0017084037203944809,0.01813460379158234,0.0008380825649392347,-0.01063281694973021,-0.018221042929479073,-0.006145666145682689,0.026859039500011474,-0.025640016086495573,0.001407092039269644,-0.05345180823446212,0.0034190123418478494,-0.01683398536904623,0.03823686274773153,T
0.05770624785508151,-0.02004362674487902,-0.006604065828256445,-0.016513750857096925,-0.15207170200677006,0.07223272732117877,0.12682807057270193,0.0244503836214167,-0.09043509750525394,0.04369936114227356,-0.08907350634227662,0.02671347341754784,-0.030733506426025542,-0.0468506993309484,-0.03813034188718363,-0.11920780320706803,-0.1608760036659689,-0.2460779158477211,-0.02974156140314958,0.14463461227613578,0.11206906570162312,-0.23133249178324886,0.06626438210882822,0.1836310365384481,0.03640434239201975,-0.04591594751150783,-0.08287452972649785,0.11824248371112162,0.062095800534487995,0.09518932610667352,-0.09509176203321999,-0.035252664939872426,-0.011094003155403712,-1.1188966420050406e-16,8.170547571850761e-16,0.12059584583338609,-0.0367189942360948,-0.020409693473341737,0.0003615786978599239,-0.10398490713951544,-0.017982727896040742,0.03908756652051878,0.015775158145721273,0.012642609694050146,0.08010855924058938,-0.043987437034722014,-0.021859425843104647,-0.028121384827565626,0.018167580539704437,-0.13185281651071806,T
0.538080160362896,-0.11548602130338986,-0.017084249589628085,-0.05322849435901597,-0.3151985311659065,-0.2700394200603715,0.09537289510046797,0.006008527933456943,0.08600921795869199,-0.25559055223315896,-0.18807147022916706,-0.006013524316776854,0.005599744130828099,0.15649836511028087,-0.13051139360764272,-0.07434743901893082,0.11091567208890458,0.07581937942227211,-0.09605984341960902,-0.07726747050009963,-0.05961075063667388,0.10092051565388567,-0.04728896390624841,0.05062126552980782,-0.008772147677163476,0.08721033032059734,-0.014730792134837833,0.03664473497619401,-0.030296074898403635,-0.014199617116375345,0.046226124194852655,-0.052052133077298515,0.044741669450669666,-2.38524477946811e-16,3.696695727306576e-15,-0.005555412436574612,-0.006142633240362051,-0.002782017644023716,0.13003122126670497,-0.013817102990642729,-0.0022489540051881026,-0.0011689188699545048,-0.010333375927752925,0.04594694128284066,-0.01474703355416341,0.051334221659435256,-0.032019792458518555,-0.04294379545894758,-0.06220740232531051,0.0049414697804329825,T
0.17857925196123783,-0.06260919805089236,-0.02734453578385874,-0.011238553772240228,-0.04186171306902376,0.05782123471467779,-0.1788658188886913,-0.08881742272776437,0.014699812206506256,0.3461533057080194,-0.05428762837547727,0.010069253747108074,0.003997069034771332,0.17563512621332023,-0.014517440929105528,0.14647856806968856,-0.1691432906884038,0.05926596677459077,0.31492056723282147,-0.05180360842725188,-0.21946783040284448,0.10464907681097181,0.11330994635145698,0.05281219298099769,-0.014320782608501476,0.3940792276842126,-0.11385885891335087,0.22966868906680624,-0.06817037986527148,0.077090164425416,0.06480508186718999,0.03090840534407972,-0.14010880882068402,-1.592476150946709e-15,-1.3925492703403819e-14,-0.027834447841527454,0.20290328127461882,-0.17970451951190253,-0.027103022798878253,-0.05261525099937565,0.05393379593725055,0.010462518374741143,0.10479459673721897,-0.07511805726751256,0.007869320726606451,-0.02562707097133156,-0.035060473344910054,0.06006912031261952,0.012210092106285125,-0.014136129615416155,T
0.39007705857306235,-0.09485404539259873,0.01641823702676438,0.10581800045704437,-0.1323488410283698,0.0927620068378083,-0.1232363572027972,0.1778961239658759,0.10118266903741122,0.010037454386214157,-0.08548001369850058,-0.20116878976048463,0.02705088847210243,-0.17219299499976337,0.36210024978919864,0.09691877942704152,0.06555572123802905,-0.08354866800397334,-0.05354799140118491,0.0008708058792323559,0.10833678405601072,-0.10591594394046475,0.11105931333407214,-0.03865660325306139,-0.15108166576320875,-0.0470364376000584,-0.03156668263910252,0.03032811023417419,-0.07045795165743077,-0.10756532997011116,0.07539426806013942,0.09895479096090284,-0.050599234149871906,9.115971866258121e-16,-5.833875049710002e-15,-0.05098969969612004,0.04603656186605149,-0.0723856128455115,-0.25347453179996926,-0.025473787080792076,0.05824935377746705,0.07553469749756202,-0.05076750976429031,-0.09572370946215487,0.02547721823161704,0.06520237581512478,0.13165599189823457,0.0694657266598904,0.0606029953656457,-0.043866963281445695,T
0.358866296618925,-0.10710804612193862,0.03667824148975435,0.05674442777378566,-0.14166688977645614,-0.020619800483224267,-0.08601434014780593,0.20262826684198887,0.19797963368194826,-0.07699507377015317,-0.0719172160133591,-0.12021016653793698,-0.07855388215205716,-0.1512204270828349,0.5271762873433256,0.1326563953585006,0.08697890645886339,0.07883531090846826,-0.18973240964143018,-0.06441592442793423,0.05720803533006649,0.03201989727853925,-0.026887913808731387,-0.06520634455710472,0.029756181665634047,0.06745507199918312,-0.021234880036772697,0.02083509009188487,0.06380609912681262,0.010881559227457413,-0.0401652532664794,0.016982443607059028,0.0009883731108680021,-7.086345399365257e-16,4.0419056990259605e-16,-0.05372873485892172,0.0014573047856337729,-0.08780378725814239,-0.02919258945762383,-0.17282067467996193,-0.005983939885909135,-0.03852071718020935,-0.05003658381715345,-0.009165450124365974,-0.08799988940115097,-0.005456641000845064,-0.06110852083514278,0.03248707093572951,-0.06932175260744743,0.01913856864715459,T
0.17121064017340817,-0.05534216357554443,0.0223993178324425,0.03446452481550085,0.006727410402009722,0.0454073343211511,-0.08670525579836111,0.15247208392674644,0.012230695029880192,0.10252478737244436,0.10773930935146919,0.04311672173879083,-0.21060218798540642,-0.15676758195019674,-0.31225063732907166,0.008064511367288026,-0.0824131986326205,0.06181939980917904,-0.0014480370864741604,-0.28878480711575116,0.04705947909091674,-0.06298595996917451,0.12155882681935055,-0.37238437832545546,-0.12603086191182866,-0.09167443311554693,-0.2741346555707056,0.010802902219476579,-0.13998168271153597,-0.1287213498628792,-0.18142057748914914,-0.014549666695547778,0.3079696728599761,2.054779957294528e-15,2.995086817447756e-14,0.12477389733225547,-0.03319091431884458,-0.06863785391178408,0.02739214286792109,-0.13412286081433974,-0.14479905554119027,0.08561354058636526,0.14628059672019328,-0.12184836181183101,0.03701577100379553,-0.026342368211453637,-0.007517606504138586,0.02769392128046843,-0.08717554250747388,0.009051398275645642,T
-0.12459826287647313,-0.00971894027799298,0.10527471029582895,0.022159880550666006,-0.0802805170198507,0.13267729936273853,0.17762367343080518,0.10378755585547994,-0.01016751147936118,0.03775506525576611,0.037795772413854976,0.16183106028270547,-0.16364748380702418,0.042631150221512565,0.03797065161908585,-0.12736494069356713,-0.40633596806505845,-0.37641086522751876,-0.30826321682488766,0.1833724716675695,-0.05143601094969574,0.006924661865790269,0.002026993426254021,0.02876350267831681,-0.14138825775308494,0.35219996069770954,0.09230959441102823,-0.17375618819172456,0.05023132258563886,-0.08130588001220969,-0.022852321370550877,-0.009641712273315773,0.025413755793097997,1.033895191682177e-15,2.3375398838787476e-15,0.06660892405525412,-0.13964754165904478,-0.20128986405170113,0.08613464132371312,0.0677660576404884,0.0471969239486464,0.08410700138414692,-0.06179872907836525,0.011638793552509191,-0.005079864364179232,0.0792385953393802,0.015734908980268095,-0.025484501219446475,-0.04318982294198799,0.08711975031223325,P
0.20214505319155449,0.34631474569617327,0.05874489764851274,0.07495733856270048,-0.02162404330462304,0.02465557445048685,-0.08580136032984775,0.03638258835301429,-0.04555020129380205,0.032680404972770805,-0.04874583545482484,0.09466350462796422,0.041345781012005804,-0.04340976893736041,-0.06856315547316805,0.012000398321058824,-0.11022634173879844,-0.04110684622268428,0.035798137604199115,0.1263871488157852,0.20170916158892382,-0.28137832437620036,-0.060146295678076056,0.1148203733882873,9.606126146398039e-05,-0.10319590902652344,-0.22625199895361897,0.31563422440988465,0.27719487303037654,-0.04439346495893858,0.14348435038661836,-0.3123708538902079,0.07367500197353608,-1.3600232051658168e-15,5.529431079676073e-15,-0.16075967234472405,0.011696444935461188,0.03360449516906419,0.08255719460470047,-0.0073159823471818305,0.18702824421381076,0.08031103495428313,0.05548349094920141,-0.018150874201117755,-0.13375439582524576,-0.1254749459736187,-0.01935186030974108,-0.04497070487937984,-0.04667101364035464,0.04997781239915179,T
