Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,_subclass_
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.539111758932789,-0.5417189073479345,0.2925780965560859,-0.7104364150540897,1.1727460196853887,0.6301088181720865,0.0681569448468692,0.05491444299349225,-0.00016254679067517316,-0.015435082951402538,T
-0.041957604914304225,-0.6796027769909284,0.17433455826404756,-0.6118362561856633,1.3033901573536417,0.5272274523393746,0.72476258726509,-0.5363107342038858,0.161607725503572,-0.18781424808007735,T
-0.539111758932789,-0.5417189073479345,0.2925780965560859,-0.7104364150540897,1.1727460196853887,0.6301088181720865,0.0681569448468692,0.05491444299349225,-0.00016254679067517316,-0.015435082951402538,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.539111758932789,-0.5417189073479345,0.2925780965560859,-0.7104364150540897,1.1727460196853887,0.6301088181720865,0.0681569448468692,0.05491444299349225,-0.00016254679067517316,-0.015435082951402538,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.2889364605693151,-0.4361408383681871,0.17085378438238755,-0.44058220800756703,0.43816281379030453,0.12453116805750225,-0.20426788787062727,0.0670371552638021,0.059988587055608195,-0.04220262503758062,T
-0.4093413919878151,-0.20058856860780028,0.10983443281318776,-0.1409537116975251,-0.43291095311905553,-0.28981970000908613,-0.12964629250466933,0.024124637561403667,-0.02741036785115337,0.04263936581834766,P
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.47422657546030206,-0.37115373797786744,0.20120626468463684,-0.4256950633758075,0.3699175332831665,0.17014455908150017,-0.030744673828900053,0.03951954027744796,-0.013786457320914275,0.013602141433472558,T
-0.4093413919878151,-0.20058856860780028,0.10983443281318776,-0.1409537116975251,-0.43291095311905553,-0.28981970000908613,-0.12964629250466933,0.024124637561403667,-0.02741036785115337,0.04263936581834766,G
-0.4093413919878151,-0.20058856860780028,0.10983443281318776,-0.1409537116975251,-0.43291095311905553,-0.28981970000908613,-0.12964629250466933,0.024124637561403667,-0.02741036785115337,0.04263936581834766,G
-0.4093413919878151,-0.20058856860780028,0.10983443281318776,-0.1409537116975251,-0.43291095311905553,-0.28981970000908613,-0.12964629250466933,0.024124637561403667,-0.02741036785115337,0.04263936581834766,G
