Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,_subclass_
0.2699245083445365,-0.06935938716331325,-0.018305630973483554,0.00453767181583932,-0.07106429536454029,0.14555928079314978,-0.24982670439880666,-0.08304115091543121,-0.09436315087630742,-0.09676442192029158,T
0.29342144484071186,-0.06314241735024173,-0.017999978519787286,0.026940661966691173,-0.0383402761243377,0.12036427909025271,-0.1978557890197275,-0.027821103686285657,-0.12069862604329183,-0.09507970843240748,T
0.06499366575140235,-0.04479007635655625,0.011326765523014287,0.0013531558703452976,0.03167143618866842,0.10326245489219375,-0.07857135278500933,-0.11592453709937356,0.10115329648900648,-0.13023023897396735,T
0.44409808582365123,-0.08893281552143058,-0.028776547916722264,0.0574713192034336,-0.07116795969149417,0.15630349325998588,-0.24268487710682135,-0.1243197954300859,-0.14110921625963327,-0.07508645123170642,T
0.17446890666275244,-0.04000076862937917,-0.00393113394109839,0.03200142102511465,-0.005170104251509537,-0.009877992845080116,-0.03323162755534645,0.027491450864993952,0.025620817442367355,0.04794800683793593,T
0.36832178293164125,-0.09411426819996288,-0.009668691726925204,0.05912817992695892,-0.04053403371592604,-0.05686858278424202,-0.2160950975656048,-0.08463949264655309,-0.0048353019013472704,0.027286921364855166,T
0.3433427634031084,-0.08963272680973317,-0.008550230423203357,0.06106066823208847,-0.025670742887286872,-0.00770906599685185,-0.30468778924839673,-0.040672594091731594,-0.08885988409041069,0.019275739641954604,T
0.1679592141213579,-0.05226389963012983,-0.008718197212232145,0.007405582359925698,0.09188578250231584,-0.04495565145677731,-0.05262432050272976,0.01583383096764776,-0.013905357679887782,0.00470779084189411,T
-0.08377954357344729,-0.04001625417703966,0.13046473908240808,0.009310894298602506,0.1158700462880259,0.02810684849231932,-0.050358376496165036,0.0402416371454147,0.0525781665730652,-0.12526048545673013,P
0.21515830685381282,0.3413588622723116,-0.0028614362330727887,0.09210030142384829,-0.021710983006369595,-0.02222638479438197,-0.04697073087799153,-0.12679031419388428,0.02950631121668977,-0.01423595617580898,T
0.17583760733200543,-0.03887236029071858,-0.0029571997626900264,0.036947331481106134,-0.005347369032632485,-0.022172916517425627,-0.019723140144091985,-0.03536777458502344,0.0020864872467568005,-0.001202092189820786,T
0.30632979090365087,-0.06459299309642762,-0.00810845297944025,0.07358121927800082,-0.01854337245467024,-0.04722666086021865,-0.04641178018507794,-0.10719823432552464,-0.000608159981655431,0.006882617135856468,T
0.3063297909036509,-0.06459299309642759,-0.008108452979440312,0.07358121927800107,-0.01854337245467029,-0.04722666086021907,-0.04641178018507793,-0.1071982343255246,-0.0006081599816556912,0.00688261713585616,T
0.3377951652252063,-0.05718183055552456,-0.01945437061833816,0.053598987040011904,-0.017109405402753332,-0.022651276653652866,0.044293643317963,-0.07611376016644217,0.15067978620074055,0.38317805591991344,T
0.46639362413755936,-0.08618290572496802,-0.023057461321835077,0.09296782807261078,0.006493658920297777,-0.16589786675892806,0.49502331572167363,-0.13449940644479744,0.040644343360761497,0.004399820164686392,T
0.15123516486379002,0.22556547681472358,-0.03799266234404146,-0.0275363279981959,-0.07468996452146273,0.26830831834179436,-0.023553056998839812,-0.039906823645141296,-0.09648811877327113,0.01235963413272187,T
0.3429727025373868,-0.07253312114626537,-0.01341327229101284,0.0658853757757395,0.03346220014504076,-0.17447101888804084,0.5310314912024365,-0.006410855165253013,0.01765506397200656,-0.08402521972362265,T
0.24260399473788438,-0.052675841675768165,-0.0052069990910507055,0.05550541433033165,-0.010970057969148381,-0.03550910891062707,-0.03339879470646162,-0.06809561274697574,0.0019071959479909951,0.0008876184562564031,T
0.30632979090365076,-0.06459299309642756,-0.008108452979440312,0.07358121927800113,-0.01854337245467015,-0.04722666086021901,-0.04641178018507789,-0.1071982343255249,-0.0006081599816556704,0.006882617135856741,T
0.09556469099350007,-0.08212194448722081,0.08294714111128575,0.04434008683831476,-0.07085467927991293,-0.0005359269937908783,-0.10265080924808863,-0.07357264453895423,0.30582222475185966,-0.07768298069324582,T
-0.22582048295451562,-0.10760075503448482,0.8193298544708738,0.1611632956288507,-0.08443080999368181,0.01086877148374758,0.02388961851889062,-0.0792336555486352,-0.04211319661006694,0.05169302013858622,G
-0.22355752007584925,-0.10604695153632714,0.8114440043837717,0.160132917143529,-0.0855648878529512,0.010956118974095916,0.025265922172902522,-0.07908706569123938,-0.044455234962873305,0.05445013387586819,G
-0.20386687862329886,-0.09584816095399779,0.7293550990084989,0.1423373099744171,-0.07471604468828039,0.009444773167376517,0.02253436837517802,-0.06589142474946509,-0.03815199116481707,0.04628707456737556,G
-0.1648934131670562,-0.07633599962266066,0.5479513961677905,0.09895179146456627,-0.02947508785814778,0.007662590214642516,0.004518337174363979,-0.020941864233444962,-0.001810123593227575,-0.010198590789202221,G
-0.05687166783108005,-0.012267378157109043,0.03996913402661392,0.00306899831282741,0.05938807084655316,-0.004550560846369489,-0.0236140711175296,0.07916997786805954,0.034660340182605276,-0.023369190108736896,G
0.10537760548350353,-0.0907857161294663,-0.08306658948168691,0.044768119662352626,-0.05765734108915807,-0.04593165964369676,0.016172745993173875,0.07343217061616947,-0.22351973338538425,-0.0680829438872506,T
0.3862173090997047,-0.08136268712825577,-0.012090277520404265,0.09018297885996356,-0.028587593741792698,-0.016842550273330256,-0.10751505967766142,-0.15624527906094038,-0.022823708831562303,-0.043046393664120275,T
0.2908997233846927,-0.06306297185271802,-0.010486380001892202,0.054976156008614156,0.03091994582316995,-0.15043818465142847,0.45671557442240296,0.00042525220870288927,0.016667841962554004,-0.0745888169483384,T
0.08954501737197088,-0.02868661911264174,0.00010194741113651179,0.00861892496772954,0.042141572810221066,-0.1091334819652389,0.38380709588740025,0.06181863878446367,0.021367424021937725,-0.07418468312892286,T
0.059485973564036135,-0.026585571756680467,-0.00498981239057745,-0.030147443263565853,0.030777233274253683,0.14047119175256254,-0.03752763482953331,0.07333642088381742,-0.049183216694624506,-0.07277406131403669,T
0.09998431371398724,-0.036423175136822,-0.0023372759647131043,0.011622227568860227,0.019790528366293195,-0.03881945506585377,-0.0036523168844723158,0.10738827478151843,-0.01637263057738478,0.01387892637185815,T
-0.3190239850618163,-0.131887103504773,-0.2763733537011107,0.3867483816799046,-0.04969713027418567,0.03210161380555711,0.043043405430294515,-0.09037486789660681,-0.14398385556435722,0.025332512917258184,I
-0.26387001846294195,-0.10653245431909561,-0.20581248419293396,0.34784008734224914,-0.14358686050431915,-0.022315884257730317,-0.03400344475508208,-0.048583947232317376,0.30323172563972156,-0.1584414348797831,I
-0.3526042035237913,-0.1385791784510531,-0.2916565778075555,0.48510200461169173,-0.15068549985334218,-0.0906244815079833,-0.0056161764444514605,-0.049349666679284976,-0.074419330824226,0.031311716035782,I
-0.34900847359368203,-0.1367586909219666,-0.2940112735210762,0.4366220974752955,-0.03860448035829779,-0.029566082308294946,0.045425436977879645,-0.06254194396018632,-0.17982274407311288,0.053574791326625265,I
-0.3393848749571602,-0.13212690022232465,-0.2731357220454822,0.476841589005861,-0.038165749839240426,-0.05294511949879447,-0.012545898616790141,-0.07578775944962116,-0.05692528533522247,0.06203653743562396,I
-0.04883845785714231,0.8932391764397347,0.016234975577545694,0.09985979290753921,-0.018268980912001447,-0.07647052463744253,-0.02299665636656751,-0.042005732932813414,-0.07468875706230822,0.0010067764594841513,G
0.010385765809591024,-0.03242569821953073,0.007773462827540954,-0.01897197747508755,0.080200834261094,-0.08418994476890854,0.18001315772114185,0.3530338833294802,-0.11122187670999985,-0.22272339043874126,G
-0.06512187490147774,0.025558699384564496,-0.0009451924717259058,-0.018578595399145525,0.08620298102027886,0.015392634298187715,-0.023950358844168924,0.09955316361234391,0.35266585436229925,-0.20393249529754834,G
-0.2939739584512512,-0.12220766525212824,-0.2508829944011747,0.44137144353903557,-0.10273516628517217,-0.08894348688289908,-0.05044946030013263,0.0386139431871907,-0.025074311328456153,0.17340322210500608,I
-0.04883845785714231,0.8932391764397347,0.016234975577545694,0.09985979290753921,-0.018268980912001447,-0.07647052463744253,-0.02299665636656751,-0.042005732932813414,-0.07468875706230822,0.0010067764594841513,I
-0.05719817461885672,0.36799529814188664,-0.003455178284759417,0.021717182947710193,0.024339952954215892,0.029612680030977084,-0.04102450190093037,0.1281809898269744,0.31138606292861226,-0.10858799720874955,I
-0.04883845785714231,0.8932391764397347,0.016234975577545694,0.09985979290753921,-0.018268980912001447,-0.07647052463744253,-0.02299665636656751,-0.042005732932813414,-0.07468875706230822,0.0010067764594841513,T
0.010385765809591024,-0.03242569821953073,0.007773462827540954,-0.01897197747508755,0.080200834261094,-0.08418994476890854,0.18001315772114185,0.3530338833294802,-0.11122187670999985,-0.22272339043874126,T
-0.009934891649019548,-0.038658424710052056,0.051422141498201276,-0.021557389399215865,0.09935490238574671,-0.038121470334116586,-0.05082332274431263,0.15472722498367275,-0.05022263221248305,-0.03520397788690187,T
-0.03593488698079404,-0.007604943124961708,0.0054312830516497,-0.02386766503778989,0.03739621755984172,-0.008392945536935422,-0.00404053434363059,0.03631932418916615,-0.0011772614946804448,-0.01668509648484353,T
-0.17592632275568357,-0.05770829376423377,-0.05838549250832329,-0.12215428190574434,0.7507557545744197,-0.012331779476257345,-0.0742098763907675,-0.23367211629307105,0.030650060640507387,0.09419515183081578,P
