Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,_subclass_
-0.19381825315917942,-0.061686793142785044,-0.07104326430065058,-0.11494864557140108,0.7373712214315575,0.00014391893134322545,-0.0636656575939209,-0.25034092346478,0.027620192830542012,0.07906796723205789,P
-0.08385484660655615,-0.040878782042862646,-0.020624474327017406,0.003972081122946742,0.14524035347488407,-0.0825597837772762,-0.0021527823982197248,0.2952732548390309,-0.24385551567636432,-0.20515269015514903,P
-0.10549600904342248,-0.03790921317972162,0.035990334262903795,-0.03735950634258592,0.21654207100864178,-0.054882714418542346,-0.02094151224062707,0.08475409636758188,-0.11120856286745665,-0.08672654021644585,P
-0.1495122523576062,-0.0511413915718479,0.024752446423961877,-0.02988206835280391,0.43757412830505726,0.0067756292778300125,-0.04117172964540029,-0.055938360926625345,-0.016344126907046806,-0.056838233909565015,P
-0.04778651127131636,0.15184005384557756,-0.07646577127100698,-0.19540504486894336,0.013623763172674767,0.11336835833613201,0.3742415622344415,-0.09998437996936525,0.08103298413468568,0.3829785135160031,A
-0.17288713118322746,-0.05602714401453453,-0.07976616945810433,-0.18041531977976177,-0.21125806498904795,-0.05049211373728467,-0.028097748282394187,-0.08625766035578651,0.3563708814466101,-0.21047391496002552,A
-0.14695996661180472,-0.04243003338379813,-0.048397794865392946,-0.3178024132220745,-0.18632790041370476,-0.2168590744528181,-0.03510514424775232,0.10388040335903467,-0.012626861262241381,-0.009359402344899962,A
-0.16078427781955584,-0.08301775340506042,-0.09967407669020135,-0.30283621143956424,-0.19177299549234966,-0.18959108266246552,-0.11143432972641076,-0.1456700175975023,0.03150415240033838,-0.006068951612811251,A
-0.139187171968972,-0.03601717324796632,-0.05082728948758052,-0.16302126784501547,0.025775830355507314,-0.09086249646372618,0.003974530545695562,-0.08308028990623664,-0.006713685875975673,0.01854137500043205,A
-0.11551418803505728,-0.029157318808504976,-0.035548977623138765,-0.24475586757487627,-0.13034536890968257,-0.08422789589345551,-0.004668024086190901,-0.021216174677786567,-0.01808950276406773,0.005345911666084556,A
-0.1346200104198586,-0.03480105930570259,-0.03696626638732548,-0.27910405313052983,-0.09209418913204792,-0.1709097080451612,-0.022230610835018365,-0.07705655927760903,-0.1381935221327237,0.01692946547174196,A
-0.16444329619868442,-0.03743922076972858,-0.061224425593582335,-0.28164471595630725,-0.013996352828198189,-0.07911712962529392,0.013531138745442695,-0.1095030409277156,-0.15618460605931564,0.07946097904801111,A
-0.15673428213226628,-0.04245589614856089,-0.05364600775643572,-0.28413621677251766,-0.10057231055509588,-0.1805297180985954,-0.0169168406098583,-0.12202595905019341,-0.04655767355985463,0.021378399137701915,A
-0.2367463803272774,-0.048424681628619834,-0.11847514442781518,-0.42277135542668853,-0.2234286446126792,-0.02488261573510956,0.08985012179472879,-0.19396814788996494,-0.04649097600423101,0.10874804365123639,A
-0.09346321245592597,-0.05004376344504455,-0.04712179444705064,-0.21902527394632249,0.10587330811462779,-0.08057266022404858,-0.1221809595994778,-0.0296208144683151,-0.16395047443822366,-0.05437278649928014,A
-0.164632746669516,-0.05987857271483232,-0.03390258352518673,-0.37923645729890637,-0.24157259333007608,-0.21324726274386882,-0.07673183406030533,-0.1356871774313989,-0.02166789848799829,-0.021095514308169437,A
-0.15714560025154245,-0.053313709534458444,-0.0890660742037333,-0.26200411526389594,-0.23452891718793684,-0.11128212053905016,-0.003122282694264039,-0.06989878549042737,-0.0802044375827426,0.007515173673972777,A
0.02392382132400519,-0.00977644432298719,-0.011708508091165484,-0.019306698799489576,0.014938308823053036,0.08537153445034518,-0.16679881639020847,0.36374910733889015,0.01748011606680378,0.08543776865686874,G
-0.03322227651397258,0.004989892611737285,-0.019112866970011272,-0.06257378653610358,-0.0064955381413340785,0.11425423668547909,-0.07548938303186581,0.41606506369811735,0.12253686609711911,0.27512307520506785,Q
-0.034551596854676785,-0.04211044765450177,-0.009199078839457177,-0.11543206192718725,0.009647042652667328,-0.1402788100745972,-0.08001140937364568,0.5237594344897165,-0.10211372470041892,-0.00498585419360182,Q
0.19092002001531513,-0.0729236793118053,-0.02295181449980478,0.016406922985494128,-0.0021339433796114596,-0.06455545218006119,-0.2389040318364772,0.29241756210756004,0.07133564350739105,0.3141074189111369,Q
0.01457345709396294,-0.018043095312721434,-0.005407630572410383,-0.014705958206008984,0.012736839640351416,0.014491293122786835,0.024108082350626864,0.22321288125967018,0.32320812372436186,0.583290808995356,Q
-0.1612993514436222,-0.008512077698205004,-0.07934258250396073,0.016359951818950075,0.019799896535384477,0.06657502612885492,-0.037663665575199144,-0.023162408248361088,0.5212039465353308,-0.29623591502207147,Q
-0.04791072961394442,0.0029600000401434493,-0.04914159291869055,-0.13457221228640445,-0.08115077414775501,0.5271516210545238,0.11763293346731546,0.03475858134188692,-0.09925637277226942,0.01681995486856915,G
-0.1558790305332459,-0.023696532602784558,-0.1274125219405081,-0.09979811151465887,-0.0603005151108817,0.5883604587288229,0.22510640772081525,-0.03381629310278621,-0.15330425883664683,0.05965702790599556,G
-0.051311041600027904,-0.012583005354196968,-0.05075570718622406,-0.10579579733877341,-0.020060182071892394,0.5847749983009085,0.10113367832787531,-0.006716681275852034,-0.08877030678129269,-0.04742670292925447,G
-0.07973306611721198,-0.020197389690568158,-0.0641079453161435,-0.08136356098377837,-0.11696284170768562,0.46647289593701435,0.07539146956193274,0.009970580605882504,0.13360601385472473,-0.1514302142664825,G
