Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,_subclass_
0.38496549051140483,-0.09565558961450712,-0.03476100943751589,-0.11454476332005847,-0.34616728302135136,-0.23525753686735945,0.10976955370491846,0.010159232030118443,0.06606747523643247,-0.3041653621567602,-0.19864606198401946,-0.07758441350722092,0.009221973990159012,0.1862052620329866,-0.021124273364158917,0.13168767919195043,0.1407718892981694,0.05082690424706484,-0.08688940723126809,0.15144138582645594,-0.043226979330254614,-0.0032129324999168075,-0.0631489904536342,0.0744751855803533,-0.011937408303249226,0.006947748047794212,0.09343597975652493,-0.06436514640420948,-0.07349861245810205,0.1721519516434259,0.03975324167017033,-0.05889399604293501,-0.12153535580921544,0.03211992662575689,-4.336808689942018e-18,4.562322741819003e-16,-0.03189345482180221,-0.002022704089290466,0.09625159194309467,0.011903904090895177,T
0.3976575087517027,-0.08654252732680172,-0.009844251732593434,-0.06323194489402585,-0.24682562945900022,-0.2189721889005768,0.08859587826133437,0.0177887342001987,0.12113176444869359,-0.29393990582411816,-0.16352557365579884,0.06482963157575468,0.06485236773236155,0.22224562278471835,-0.194667080280852,0.05266232083984421,0.007594398731561217,0.06838956155095044,-0.09662763842818001,-0.006634271135969816,-0.023645939843450106,0.06252404349798094,-0.06845454419698485,-0.004446943445492416,0.06510404842902862,-0.12624184812731937,-0.02181852227257784,-0.026110147390680193,0.06998135878432571,-0.0492010932357736,-0.08833849671142152,0.07364145845443787,0.1840989919251724,0.035230881206503306,-7.719519468096792e-17,-1.5317608292875207e-15,0.07978499638262232,0.0037418637951281905,-0.0056136174251814955,-0.013979496298973694,T
0.0568710868567103,-0.024214887951206767,-0.014331729241602647,-0.0365243914936655,-0.16186866168253838,0.08684017027932427,0.16092492994685087,0.015564593827637937,-0.09787557760590489,0.060131856980226286,-0.1067311394629605,-0.0024725918396870782,-0.0684336577931067,-0.17531969997710123,-0.06030838810491117,0.1523712333284503,-0.11947992845155457,-0.3415066679117442,-0.06098252800316174,-0.07535017662545837,0.10520113321147018,0.3326216490049454,0.2165094130205238,-0.06638084900721145,0.04905030346544432,-0.023993704038005426,-0.05424138523289615,-0.05985847274614212,0.16968459049128454,0.05474190160094798,-0.07694596695407376,0.024584370370448125,-0.05230895869265615,-0.00037103744198668104,2.3592239273284576e-16,-2.914335439641036e-16,-0.13442035283236092,0.01154629756639737,0.013250783872999647,-0.052279148704353524,T
0.5426572049329339,-0.10875119985252803,-0.02110491657760005,-0.06608485646492873,-0.3381922905560082,-0.23580853873546911,0.06692333340471326,0.0062636635720449765,0.03571424332169373,-0.26885763618525405,-0.165504111287135,-0.007081098487754914,0.0142803766127826,0.16101977674225557,-0.08511232776196904,0.04328812961294081,0.09515129361878129,0.08798589516444381,-0.044588782665870574,0.09248559911003781,-0.028731043812850368,-0.01728766865898291,-0.05792922030116092,0.0852674045150539,0.033209185098803634,-0.022541452788454562,0.09882329570823628,-0.021094439737262584,-0.02096141784955086,0.058814904580383194,0.03315009992422348,-0.03332985429901055,-0.093728539931205,0.027918707723406724,5.377642775528102e-17,-1.3634926521177704e-15,-0.014254582202455575,0.02818129620561147,0.09282739361122151,-0.031652244645920244,T
0.1749857456647838,-0.05875649827584725,-0.028149418044039223,-0.005777990879960566,-0.03379582468507429,0.07774286581817191,-0.17630696841273424,-0.09383734950938559,0.044326832208007066,0.3283487741522549,-0.06710746313231367,0.03909577813781251,-0.012488109082994664,0.18684045023574117,0.04659229366132502,-0.07086767505259906,-0.20057115522703697,-0.02536657155808892,0.2666468139498425,-0.0773482731371649,-0.19649263544003345,0.034534998611540114,-0.15548558193881057,0.08559191144920353,-0.16840018134348106,-0.18708216834908037,0.32406485962965326,-0.13764495496660575,0.15352296982216057,0.1919624268757008,0.009619704843766418,0.025663170194136935,-0.012032795521771014,-0.10408469111487045,-1.6410484082740595e-15,-8.795048023202412e-16,0.1288501843650098,-0.25354480773395616,-0.036011878379211194,-0.1472678634199456,T
0.38478612955822156,-0.0888118375447868,0.014578337525841839,0.10675944969535064,-0.12659550328749938,0.11715804764081708,-0.13489332912578436,0.17734887940030067,0.06843667502819023,0.02325063557478168,-0.06419280592029697,-0.2236359599482462,0.005399064306068565,-0.19407804736637377,0.35595718726519254,-0.06068766208782819,0.06155444878626856,-0.022734269598550277,-0.07160886726853483,0.010793922033932063,0.028153831169120302,-0.019560144807978613,0.12092500797939498,-0.07288156591088939,-0.08142145804175337,0.14787823796892519,-0.009814318981604776,-0.08255330253809115,-0.10121564438576283,0.07475451502420544,0.05033342426132029,-0.058444044130309625,0.13135366158407552,-0.01851725583245586,-8.335346302068558e-16,1.4849232954361469e-15,0.07430276122653313,-0.09269563921503621,-0.13024292197990597,-0.058079060691551776,T
0.3556867232094541,-0.10175887534679087,0.03473871657394854,0.05446709947856547,-0.15026173410018895,0.0013060813041743356,-0.1072492646390624,0.20923193124748057,0.14527931144316192,-0.07190920444399512,-0.03758119171853609,-0.16945656145815374,-0.11687634005460983,-0.19448517972403867,0.49939215586900404,-0.05369499866578258,0.06873375034455392,0.17581368690773608,-0.15521453801564034,0.09415553214569833,0.050097313250935374,-0.07922188537112432,0.03689038507458252,0.014871554517421903,-0.0033936226729242083,-0.05419509325438424,0.02240663717232221,-0.002184029056402359,0.07787305042344009,-0.06054693453923506,-0.033562858155992734,0.002021033962865959,0.012976221283491247,0.03637298210866874,1.7780915628762273e-16,-8.101158632811689e-16,0.05361162841780893,-0.02461157043130017,-0.03659635648075837,-0.14758867636458214,T
0.16806394581807474,-0.05202966066087934,0.02198346778549324,0.03779726834686837,0.004778196262761969,0.05068701048835301,-0.09635917852587406,0.14774375730281522,0.0037541496466377555,0.11051674261416289,0.10473527308475788,0.023740109070807192,-0.18382500715724195,-0.07151729045501956,-0.33884006205524164,-0.11744602984731545,-0.05109387382510587,0.030354395532678956,0.024680465502274644,0.18933512607387415,-0.1558084128795614,-0.22284983763823268,0.143222602551711,-0.08794987077535407,-0.20020887653922423,0.09784286491277028,-0.06793352917808208,-0.26581561317906444,-0.060757535236937305,-0.07544281618149988,-0.3190731925740642,-0.2146193596546194,-0.02217588708792538,0.26421251046420413,2.1675369832330205e-15,-1.889113865338743e-15,-0.15205651980000898,0.0423412507224,-0.06516054133500218,-0.07459805215098952,T
-0.12517953994398873,-0.009985932955259989,0.10390559010766165,0.02011046734456513,-0.07646221022351676,0.1301393317796465,0.17855640035527973,0.11184430193076184,-0.02111094403437034,0.03654420814571117,0.036883693729595796,0.13858446732875762,-0.1878014697168927,-0.05571102084790912,-0.01841591660471876,0.19488228233145555,-0.3034521693062848,-0.33663381361384603,-0.3749164476842165,-0.04196085585643205,0.18711760183148707,0.023635734105037706,-0.09956666623750045,0.012218011198271839,-0.07254936524021736,-0.1534921997553142,0.31750925993161205,0.002740578202973609,-0.1841669095943233,-0.1589157786198222,0.09657962207143876,-0.047489020071659345,0.0029191427896621777,0.06840233252477831,-1.0928757898653885e-16,-2.706168622523819e-16,-0.001683498168832751,-0.05075653370843745,0.07655965605504786,-0.1347660755300143,P
0.19677717562341307,0.34884033650561064,0.058443476769082806,0.07371645469319346,-0.01744834354468292,0.0337984789809876,-0.08343273646584469,0.0287000640722937,-0.04326286345754197,0.039537307874871794,-0.05318212431605646,0.09287923359109332,0.022868676338697352,-0.08434691804567462,-0.05935484659605503,-0.007376627762849078,-0.11163660567637285,-0.09366925217182154,0.01571235575744246,-0.12083742731646635,0.04864448915066551,0.153303083478102,0.28142066853137404,-0.11533142616772338,0.15973772131655234,0.09565724940050721,-0.09354340743841766,-0.15188505516611847,0.272223304887405,0.13997836746734618,0.1700540372587021,-0.10108404540415163,-0.30381996633288044,0.1492921062256643,7.997075224253081e-16,-2.121566811119635e-15,0.14794757524888413,0.08298686719820206,0.11382624538269287,-0.06037863155965059,T
