Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,_subclass_
-0.388851196394813,-0.279313832446053,-0.4093661917463035,-0.4011263737463681,-0.18613340603089965,0.5736885447980565,-0.14349702046944263,-0.056131738817879195,0.11187224470019548,-0.19304005211667036,-0.16193103153205532,0.19431887029957093,-0.06284355169718861,-0.007434878692399428,-0.1455711400460981,0.13297758197093087,0.08295829081765077,-0.10658617599934023,0.015905676861417105,-0.27938218960739464,T
-0.4388292868269867,-0.34384758336832755,-0.5337997660126237,-0.6240984170310648,-0.32402690095048553,1.3181384452233034,-0.1589613235267585,-0.09393645819049251,0.4409494268573493,-0.19796265730794718,-0.2366060463691772,0.46474674043297337,-0.08368049372142122,-0.05564153599646921,0.04868668279975143,0.17009099358250415,0.2322831655715535,0.023191204252693706,-0.00598502936177648,-0.31565039936804773,T
0.1140646712938468,-0.27354799817277625,-0.33362614282844166,-0.6132140258261874,-0.09153034450027736,1.667365258168594,0.7747017937788186,-0.6346387582908597,0.6262529423997883,1.4369909320391003,0.594458802242221,-0.23798598326773754,0.5030670598117304,-0.2788900931559365,0.87151172375674,-0.42724683689515125,-0.2262445779850769,0.1954171973873842,0.025905950142736195,0.04237719907259879,T
-0.4388292868269867,-0.34384758336832755,-0.5337997660126237,-0.6240984170310648,-0.32402690095048553,1.3181384452233034,-0.1589613235267585,-0.09393645819049251,0.4409494268573493,-0.19796265730794718,-0.2366060463691772,0.46474674043297337,-0.08368049372142122,-0.05564153599646921,0.04868668279975143,0.17009099358250415,0.2322831655715535,0.023191204252693706,-0.00598502936177648,-0.31565039936804773,T
-0.5135649670718806,-0.23289474830118023,-0.39137583589063407,-0.3671336101550623,-0.12303835270276975,0.48350205163458126,-0.029936383817254893,0.043775548495601946,0.07194515248621879,-0.1940287687212371,-0.057801622396235194,0.06506345340352769,-0.04462503531598658,-0.04299544284469629,-0.08861514182246732,0.03277166636196545,-0.0013203368789075215,0.01994205672604571,0.022571863317817457,0.050869130559880044,T
-0.39986294235603065,-0.3524927905223588,-0.5329437535067801,-0.5687169468927654,-0.33703827805292746,1.3399590909920704,-0.0980780818265095,0.10048361388849197,0.3997342517068133,-0.2022665296896842,-0.1540597260728779,0.3659342445286218,-0.09608543236112824,0.009073880100187124,0.28588385444284004,0.19370529252872082,0.19560817398991992,0.13326735128816192,-0.3914523546571085,0.36198089524226595,T
-0.5135649670718806,-0.23289474830118023,-0.39137583589063407,-0.3671336101550623,-0.12303835270276975,0.48350205163458126,-0.029936383817254893,0.043775548495601946,0.07194515248621879,-0.1940287687212371,-0.057801622396235194,0.06506345340352769,-0.04462503531598658,-0.04299544284469629,-0.08861514182246732,0.03277166636196545,-0.0013203368789075215,0.01994205672604571,0.022571863317817457,0.050869130559880044,T
-0.3468408442986937,-0.2815134263902019,-0.396944769335987,-0.3790306782975794,-0.18469817643169945,0.506016050700712,-0.07283065853729805,0.1285882730357024,0.04766435454746393,-0.19300921618199296,-0.05538887546271504,0.08831786355335908,-0.027278911601987515,-0.02414274524459882,-0.11600611847337197,0.031930752326701575,-0.00412724280839095,-0.011994073739620813,0.030805656856434674,0.05969621339691261,T
-0.2809692167824672,-0.025992508674051312,-0.26991807687471026,-0.3187266575988746,0.12342300046337913,-0.028973513799000997,1.087847902609282,-0.18688084395586502,-0.14754144327235658,1.8456516566192422,0.5118178873168088,-1.094242461625154,1.2146083940827768,0.4857740336959946,-0.6347354098243827,-0.08800955655031978,0.3139153746597438,0.16039685329629752,0.20708334348515348,0.04895234915574662,P
-0.5135649670718806,-0.23289474830118023,-0.39137583589063407,-0.3671336101550623,-0.12303835270276975,0.48350205163458126,-0.029936383817254893,0.043775548495601946,0.07194515248621879,-0.1940287687212371,-0.057801622396235194,0.06506345340352769,-0.04462503531598658,-0.04299544284469629,-0.08861514182246732,0.03277166636196545,-0.0013203368789075215,0.01994205672604571,0.022571863317817457,0.050869130559880044,T
-0.5135649670718806,-0.23289474830118023,-0.39137583589063407,-0.3671336101550623,-0.12303835270276975,0.48350205163458126,-0.029936383817254893,0.043775548495601946,0.07194515248621879,-0.1940287687212371,-0.057801622396235194,0.06506345340352769,-0.04462503531598658,-0.04299544284469629,-0.08861514182246732,0.03277166636196545,-0.0013203368789075215,0.01994205672604571,0.022571863317817457,0.050869130559880044,T
-0.5135649670718806,-0.23289474830118023,-0.39137583589063407,-0.3671336101550623,-0.12303835270276975,0.48350205163458126,-0.029936383817254893,0.043775548495601946,0.07194515248621879,-0.1940287687212371,-0.057801622396235194,0.06506345340352769,-0.04462503531598658,-0.04299544284469629,-0.08861514182246732,0.03277166636196545,-0.0013203368789075215,0.01994205672604571,0.022571863317817457,0.050869130559880044,T
-0.5135649670718806,-0.23289474830118023,-0.39137583589063407,-0.3671336101550623,-0.12303835270276975,0.48350205163458126,-0.029936383817254893,0.043775548495601946,0.07194515248621879,-0.1940287687212371,-0.057801622396235194,0.06506345340352769,-0.04462503531598658,-0.04299544284469629,-0.08861514182246732,0.03277166636196545,-0.0013203368789075215,0.01994205672604571,0.022571863317817457,0.050869130559880044,T
