Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,_subclass_
-0.35904278783465404,-0.3829116673466489,-0.10149166151832792,0.49066714356544144,-0.5744963020294422,-0.9942297202023047,0.75167259968255,0.4686717576083954,0.2639650392344584,-0.3228578982197533,-0.03553517451423739,0.48344384620002534,0.007926481035641482,-0.2450514939630904,-0.22826319824331864,-0.22625571969919267,0.645273855106608,-0.14851739906000422,-0.11950273479788016,-0.414206141991337,-0.08981254954580502,0.1406571777437094,0.3724610813742454,-0.11172869448593986,-0.09930603379962691,0.1521238782519184,-0.2765094168290369,0.8328606547119878,-0.0010686606540793939,-0.02529095173965317,0.10002433367632453,0.40027258236172064,-0.17208618842600806,0.09965820771568289,-0.1704502429409875,-0.05113471787187597,0.008652416172564473,-0.17189635347726512,-0.24126818906452963,-0.2467865438673326,T
-0.40401042750851884,-0.43333269196288093,-0.09574870924454279,1.0574362069832495,-0.7548817156217162,-1.4052083891405531,1.4798904709587886,0.6828732445669483,0.875917380164211,-0.41490906021985396,-0.15987475622484512,0.8544872106013879,0.2578034781201339,-0.4414854577075199,-0.154692079651234,-0.06279140752698686,0.5288684904987079,-0.23612621686111437,-0.6246293831278524,-0.5256322101168479,-0.37654076323005936,0.3314992905964269,0.5274088736226635,0.03431717012600685,-0.011210252682769511,0.14701689657035846,-0.42423974912158047,0.4970693628188567,0.0778422457195326,-0.033478531732214274,0.39340384860731,0.07351324161553091,0.02782352804715507,-0.31703446121493994,0.14013913427822489,0.19540076017156624,0.07071422959116228,0.11986353062870467,-0.07477271539028074,0.08582738491539808,T
0.14111303227925562,-0.4191522574457376,-0.0758418011670218,0.33350585620799594,-0.9129354515943251,-1.1324183551310323,2.3858649990200154,1.3437912252901634,-1.7172870071725044,0.4696949815123327,0.3303857725878442,-2.006405210228632,1.2916557734015353,0.015079720420601905,0.8388910345504428,0.18621244706813223,-0.75538006323129,0.4454101693182395,0.29307400520632154,0.24824937983163411,-0.48157352764790673,-0.933941524542965,-0.025173422689410502,-0.35028587666764366,-0.11290684684196828,0.0013685542766043168,0.11800144442977338,0.10061367762891259,-0.29592936309002865,0.2402260769311736,0.07913722923144528,-0.5350770142207387,0.16277438806325667,-0.14438808824575633,0.1632273492451229,0.058809172451347924,-0.0017177499939269314,0.14150360244191865,0.022598942258740262,0.04360519821234453,T
-0.4009468680409897,-0.4846020132842124,-0.24057468345037242,0.6423548298081105,-0.7226826635564985,-1.1121649675357506,1.1725343335304643,0.41315513151135874,0.24948760044098553,-0.5692686627841667,-0.06492510361705157,0.7192292935436093,0.0045283901626682055,-0.5195976148764149,-0.27702404943145453,-0.17277162028208784,0.6450677264306826,-0.1434414716017025,-0.21822412593242704,-0.33936608497257176,-0.15977230942192833,0.2455242195153528,0.40497951477454947,-0.019779408485432,-0.0704239455237616,0.195166106559658,-0.2987700208140641,0.4337468612082391,0.18405827560897114,0.036654719073220134,0.1919324231286578,0.18351309316988132,0.01993913046619554,-0.17570717142039033,0.006591776779887339,-0.0626586131048315,-0.005196220332705143,0.028206722762931555,-0.0002248790688847372,-0.057952940834298375,T
-0.54181981053875,-0.33625268073415204,-0.3151675294771781,0.0945338937214461,-0.28129319757441806,0.11352269993904159,0.4248946212198003,-0.319234875964602,-0.0802800897531557,-0.2389311180061187,-0.01661554784884422,0.19666585479005083,-0.06698732710686829,-0.06382049492298705,-0.06113696173129443,-0.03747567976123415,-0.005828356394875205,0.008905085700750319,0.07424593572627082,0.059884610886651424,0.1043352383526923,-0.007694581662133517,-0.1450647433807209,-0.04470878316392796,-0.11992396141596479,0.08124029261022932,0.09028605835312858,-0.20344028345204995,0.11838950563159345,0.1766479878121062,0.190246468054176,-0.0972407497755658,-0.01090167832493942,-0.12968527168650698,-0.012711508922582087,-0.06670077842259707,0.035395728281535296,-0.05117795071931168,-0.15417818542406425,0.01752691656384646,T
-0.4331646447468891,-0.441956383082141,-0.29467547346637935,0.2500861125850843,-0.5170955336566443,-0.12530941707599225,1.3786816701703477,-0.3211686123005565,-0.15984962828239346,-0.5883239154023623,0.06495865643026519,0.23003402149364363,-0.08265641389553977,-0.544448561291905,-0.2892921887689738,-0.2100679076130368,0.12023383462784254,0.22064773876357857,0.6230208779029963,0.2870040816540357,-0.11394193562305074,0.06573918412182636,-0.4059305274475278,0.031529174866094745,0.8904432104187603,-0.272401399653197,0.34036309927402364,-0.37109703197448685,-0.16858252886586927,-0.22801770158612727,-0.24723733965940853,0.2015338646256736,-0.05880097029669615,0.45470545842934085,-0.07765396111815043,-0.8292244050630926,0.38990204361677205,-0.33211332783184244,0.09431597762684624,-0.23693418947686068,T
-0.49021898783739526,-0.26367658292090784,-0.34675963106459984,0.2095579761331666,-0.3619473577421314,0.12079953499173993,0.6377588947753368,-0.10810755328701104,-0.040452676173235155,-0.20318698328489454,-0.14911299753655405,0.4031497956204403,-0.2172414497386777,-0.5647484821660458,-0.1649844157388753,0.010351183596334246,0.23934718285128623,0.3080468793406341,0.3971796905826553,0.17952546777326328,0.08324962803021638,0.30016961477999826,-0.17281199693816918,-0.18729356132338942,0.6064295670807125,-0.30987431897233575,0.053225150819180576,-0.1403195853795555,-0.24638601666788418,-0.5195588253478178,-0.37930063573593964,0.4831366374442106,0.05436297998229091,-0.23297174007957291,0.0908020195328586,0.15614396530227626,-0.14008121052265765,-0.2643223186044291,0.1707503880309421,0.033470476346481454,T
-0.3734165818808135,-0.3817198612397763,-0.30596044845734033,0.05665172077822973,-0.2914956517426177,0.12243037823494402,0.45718151059777856,-0.354644236067844,-0.05868699146037272,-0.29057816779995477,0.03545478758833173,0.17959375920453438,-0.09028940081110856,-0.06750358374726775,-0.08914869190237543,-0.001427516438144219,-0.016052082655042536,-0.010592126435304196,-0.02580570087880755,-0.014244225100438573,0.08073444409368409,-0.0021963778072438753,-0.13282355164371762,0.03781884199343186,-0.09096499961747487,0.044091819133115315,0.08158378920823375,-0.15339143989890508,0.07164030393605947,0.06871574937666823,-0.0405907353605584,-0.14986736269172485,0.019873800229145283,0.028643676158012985,0.0252453860323604,-0.1031716224865597,-0.07495886064808305,0.08144271120414462,0.0426356857208231,0.038025524130871645,T
-0.31194513544939284,-0.10932181519618728,-0.28888217135679417,0.09450622131612317,-0.18131770394694363,0.8147643521373672,0.4430207429180868,0.7855783555703206,-0.6272864812878308,0.5745868079602786,0.4898871226911533,-1.1369761695711977,0.4240293798184084,0.615821463114284,0.42035921904640294,0.9676926111141053,-0.43158686948151437,0.3370584608965378,-0.6471344627820161,0.6607370127594216,1.3980532356754387,1.4725863259352128,0.5633587635247725,0.15262155972146985,0.05185115705537824,0.24584444782091977,-0.33728390715227297,0.4211637474841792,0.36466346838649116,0.1381471538658942,0.05636937048215328,0.5447879790475098,0.0472621882820279,0.15200026126888835,-0.20569893280592225,-0.6312199547263471,0.06949211714232012,-0.010912854192406347,0.13840949873786274,-0.3181256272648302,P
-0.5498018279113364,-0.3435242273437007,-0.3194930531578808,0.09795702243025584,-0.2915644117550539,0.14533872166162587,0.3973421944841153,-0.38155669574053064,-0.11745055344499117,-0.2707841050002688,-0.02138126206402305,0.25808975419300384,-0.13512758275200948,0.00023423441697317804,-0.08597239399011469,-0.019206024340308173,-0.12287099478010315,-0.11265114676548924,-0.08290974078952576,0.22430815417131544,0.03848712642526862,-0.050109195991711944,0.0864936646682048,0.025625523431532946,-0.20145048062911053,-0.014875491226714242,0.07359236189503077,-0.12232056038097792,-0.44723323731629805,-0.18220533594505842,0.2474372629850548,-0.273576296134152,0.07802512270595527,0.09511660140486712,-0.26679599707613905,-0.1373432822029399,-0.14986150610569984,0.00441320390867915,0.1293539416607377,-0.009756286683424053,T
-0.537925559375164,-0.3306187611915151,-0.31024091073245746,0.09284743968521912,-0.2721700928931936,0.12208651142522756,0.43663931727065924,-0.3208404333892497,-0.09189093270918729,-0.2308175419814429,-0.017565844742047223,0.17713300998351464,-0.06607184740223113,-0.08865638683411152,-0.06492189717835443,-0.024143400369351267,-0.009220661918504807,-0.02760890221531798,-0.006526106338679366,0.007313841026703127,0.05819519243430772,0.005152303067104949,-0.10693466445538284,0.03288872796440093,-0.0689835747339814,0.048609061655425265,0.07582738245200682,-0.12594808933702656,0.050805082992626836,0.05459716869409166,-0.038194789056491124,-0.12003972613029829,0.012122008625615965,0.009018825712552737,0.013632884966033567,-0.08235194794745938,-0.03774293813624866,0.08030015634853317,0.030602498950360112,0.024457569675614688,T
-0.537925559375164,-0.3306187611915151,-0.31024091073245746,0.09284743968521912,-0.2721700928931936,0.12208651142522756,0.43663931727065924,-0.3208404333892497,-0.09189093270918729,-0.2308175419814429,-0.017565844742047223,0.17713300998351464,-0.06607184740223113,-0.08865638683411152,-0.06492189717835443,-0.024143400369351267,-0.009220661918504807,-0.02760890221531798,-0.006526106338679366,0.007313841026703127,0.05819519243430772,0.005152303067104949,-0.10693466445538284,0.03288872796440093,-0.0689835747339814,0.048609061655425265,0.07582738245200682,-0.12594808933702656,0.050805082992626836,0.05459716869409166,-0.038194789056491124,-0.12003972613029829,0.012122008625615965,0.009018825712552737,0.013632884966033567,-0.08235194794745938,-0.03774293813624866,0.08030015634853317,0.030602498950360112,0.024457569675614688,T
-0.537925559375164,-0.3306187611915151,-0.31024091073245746,0.09284743968521912,-0.2721700928931936,0.12208651142522756,0.43663931727065924,-0.3208404333892497,-0.09189093270918729,-0.2308175419814429,-0.017565844742047223,0.17713300998351464,-0.06607184740223113,-0.08865638683411152,-0.06492189717835443,-0.024143400369351267,-0.009220661918504807,-0.02760890221531798,-0.006526106338679366,0.007313841026703127,0.05819519243430772,0.005152303067104949,-0.10693466445538284,0.03288872796440093,-0.0689835747339814,0.048609061655425265,0.07582738245200682,-0.12594808933702656,0.050805082992626836,0.05459716869409166,-0.038194789056491124,-0.12003972613029829,0.012122008625615965,0.009018825712552737,0.013632884966033567,-0.08235194794745938,-0.03774293813624866,0.08030015634853317,0.030602498950360112,0.024457569675614688,T
