Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,Component41,Component42,Component43,Component44,Component45,Component46,Component47,Component48,Component49,Component50,Component51,Component52,Component53,Component54,Component55,Component56,Component57,Component58,Component59,Component60,Component61,Component62,Component63,Component64,Component65,Component66,Component67,Component68,Component69,Component70,Component71,Component72,Component73,Component74,Component75,_class_
0.07838439735901351,0.4465378951188695,0.1738170731202229,-0.08169671851817929,2.250476284120527,1.2065939522583495,-0.9567792686091027,-0.2737957195114975,-2.0858452926575466,-0.09341690332335909,1.1127976933262154,2.034458891054035,1.2936185230998,-0.5358720880419889,1.3140027502236542,0.023752657938771474,-0.8590931572268462,-2.2509476484819846,-0.05619024192285108,1.804842736864644,0.9542752677761681,-0.2877189366887297,0.2255476208183117,0.14016450039571596,0.5737681858541859,-0.3982654733347395,0.5820577782085185,-0.08576557628229274,0.5951199470692062,-0.1482530192281105,0.22284108288883991,0.2946985663102155,-0.338542742066059,-0.13404244206570196,-0.38008211459519453,-0.2183096563325424,0.36920065063125035,0.8316097918304377,-0.2496859138426067,-0.45533865675728497,0.29387263549071396,0.4193727802637155,0.297381575941545,0.2147479088887391,-0.08554366644472122,-0.12123863587891764,0.49989193878551297,0.9311581922583541,-0.003106322827289631,0.6317114003947892,-0.040995958022825144,-0.14963290216504818,0.16720882600353293,-0.7456076255407461,-0.21435638107523908,-0.1536692546580529,-0.004279459061091895,-0.25031024582434963,-0.5624720978548136,-0.17360187909342684,0.28226894142070497,0.48349386438684416,-0.24035025588557488,-0.2318478173363605,0.07464681103972394,0.057055863860036915,-0.6102088566185411,-0.27640197278953177,-0.16304503417263005,0.20863216531376433,0.22543052067218858,0.015471636983364567,-0.11830129270599284,-0.2472545268668036,0.03956496771733713,V
-0.2021186237894936,-0.442216061084981,-0.2708936230020384,-0.18414798932729629,0.42259970017808896,0.9863887925933137,-0.39067882838009604,0.24675914606421234,-1.1441988584038034,-0.0687235315208441,1.3084673970716016,1.595909670800557,0.40157767460091504,-0.10283793304924553,0.7355352037794476,0.10005663486787786,0.17583017126147282,-0.5453915424222813,-0.17308141339136485,1.1189021904763736,-0.11434206296723157,0.4566109968825565,0.011083874396178722,-0.3909607384034967,-0.0997684015595411,-0.5230092890940767,-0.5036705477279338,0.2759863818668347,0.5236918911294858,0.5677016774197007,0.47984332550041897,0.008999262470374483,-0.7241454674303398,0.5659216693322573,-0.21371055287791127,-0.07320062356423643,0.1457087849289562,-0.01401560483916911,-0.3265663999433914,-0.5404421736447804,-0.17636190741425586,-0.1634767927045112,0.09341479466197869,0.41234584305664806,-0.28822627045708715,0.043879173056396104,-0.45865539637224034,0.0068050541776358,-0.1365027782500433,0.6178553694143952,0.09914545615876671,0.6098171200235304,-0.6180099028529112,-0.5384840669111526,0.2785686033047156,0.08606184051233899,-0.36105487021567273,-0.3593329539268062,-0.6303579219991476,-0.9819827490989892,0.4289974785688743,0.08881763219247983,0.05429017064535517,-0.4168887233142222,-0.14250037929629922,0.3151258388937727,-0.3185900828307784,-0.22329171090375105,-0.3756057577347408,0.015824619308396987,0.3652985729762661,0.4299493959368082,-0.040586954389231156,-0.132172253211017,0.017171974991289536,V
-0.16220485996018555,0.28548411463506046,0.821779504020705,0.36825651433113293,0.4800114229728477,1.0426147096813545,-0.13071546079233032,-0.31836244240431927,-1.414290006296486,-0.2125046516072695,1.3641994910812092,2.200519999162823,1.9622865449778626,-0.8394017272905104,-0.028700323470509763,0.8757904581874394,-0.2315119827891259,-0.8725867832585849,0.6405894126560499,0.8951590946911943,1.1245876828970591,-0.4711053350067271,-0.5484434408411796,1.0861497999172254,0.6277272088679243,0.06398039830321836,0.11136466135897384,0.05380139812183746,0.8107207950837858,-0.16650376077746717,-0.002848800527057972,-0.9899583603376567,0.30494181483710675,-0.3183185701154261,-0.8909212662604711,1.2243877343699707,0.48760206037140413,-0.8030816395858018,-0.4716588347278498,-0.22495729482174018,-0.33114269627215503,0.37007482842659045,0.10304563099227797,-0.019219757567657134,0.004635361048979936,-1.197929860952627,-0.2887229839447815,0.5862786253172874,-0.08686833154369883,0.81680260241215,-0.3459917254793414,-0.34102371363200873,0.16814650947111331,-0.49328711895273514,0.14256554669743718,-0.5113449689943996,-0.2517438880495535,0.7324045010855866,-0.5023652429594428,-0.3893069692120664,-0.7321839032126913,0.33856893620618067,-0.10400421257969975,-0.3389374313908979,-0.2336864142232093,-0.7874477451416264,0.11850031658832114,-0.0019864547628900137,-0.32281084815934025,-0.5873223634991672,0.03335792324808605,-0.11843020149040183,-0.5296691797616616,0.10521018229726375,-0.42887093711690766,V
-0.19985864378184795,-0.241923229477553,0.5614383734234659,-0.3402904858306829,-0.2036446334848661,0.12406541698669378,-0.3368443435318892,-0.0323175145948319,-0.3712946781631278,0.03158888772288294,0.3930384791186551,0.44376412547349087,0.149693031544424,-0.19988288726967346,0.1711591991735075,-0.2456949789060937,-0.18160885981797822,0.2013565986659418,-0.13456721143775352,0.07000513062288562,0.014132888534548686,0.03418402257237994,0.2767035194931976,0.032781031922408055,-0.4677990535552191,0.5068665755134328,-0.020034188698292543,0.0316523883290779,-0.31598710998411844,-0.34771999237721846,-0.04297182637569585,-0.16600199349170158,0.008594151530831137,-0.0724305439374345,-0.036305275986182405,0.14664536185908508,-0.15866326588672436,0.08011662368359625,-0.019432217129161742,0.08369827542509369,-0.05794202345793756,-0.1317126076428157,0.02771743062100583,-0.04387586627222531,0.11734555307551256,0.01204776365584706,0.023700294818902613,0.18177236213199086,0.08181905687195348,0.06882607199281394,-0.040321769104782614,0.035474723991973336,0.1062964931792544,-0.0380979689925436,-0.10676288526182606,-0.1609469501099192,-0.09273613771549308,0.26292195491630743,-0.047140771948614296,-0.07110935523884812,-0.13744702886905277,0.00903424886621754,-0.061593734384058636,0.1815408469094522,-0.14762995343391178,0.0449142749639624,-0.1511472876874695,-0.19836585349932773,0.11840259537828643,0.115846260928278,-0.023069985971628112,0.027896278879682074,0.018649852523299607,0.043606620553833485,0.0516035483878918,V
-0.19098919080466528,-0.07509522571599295,0.7975928446468198,-0.2465316373847055,0.17698064520761744,0.35413365666688124,-0.31154814975422906,0.03063572701026776,-0.7077895639518536,0.013953462974230647,0.635509787642835,0.7500893823775745,0.5079233676809582,-0.4876144316711127,-0.059512076714829026,-0.20101982928139822,-0.20740050565531726,0.5946518767699958,-0.09239904698263326,0.09152772216012475,0.05783712705066778,-0.16359081261943964,0.19271395305639621,0.3057763499184678,0.06055456880558823,0.4543991949608698,0.46035958648778313,-0.37416834455631304,-0.35101903818318353,-0.5113955199843744,0.13007014037013398,-0.09315199797269585,0.3370250691801454,-0.3413917779030361,0.15966871226170906,-0.2016349735857677,-0.07383082856539819,0.37415723078866786,-0.20689899710299103,0.23588272115629266,-0.1975606728002526,0.41452562103210594,0.01241696398233745,-0.15914297496405427,0.25931869327806445,-0.1859878515733379,0.09465688648425824,0.06320501832504263,-0.20647241529511037,0.04361017658304206,-0.3851675205806524,-0.06433386818134944,0.30395547848635146,0.10876040292925458,-0.627438443080312,-0.25682391572226937,-0.12471399065040692,0.4897012073957576,-0.23487207439625113,-0.22642919925024088,-0.20692186649533206,0.14088901544235202,-0.0334992108362696,0.06789693143414212,-0.3360376274028008,-0.0284949404717927,-0.18569886597863694,-0.3089415956978565,0.19389980677003255,0.18821485124270776,-0.04730465238193135,0.16589834088605065,-0.06253885403331222,0.27790535065088917,-0.16464124360495885,V
-0.188192815350068,-0.40445412517143686,0.425534571775172,-0.2989897304611513,-0.27178322971500857,-0.11318984478913077,-0.16942645978437806,-0.061176505091402544,0.007672882850095986,-0.03624427475441126,-0.08433736285273342,-0.006653486125703045,-0.052527637835747334,-0.05361126621861999,-0.044911590507075855,-0.18683457531278097,-0.009939727438753446,0.15712888017457605,-0.0688904287395233,-0.1880728045448487,0.1306909479393312,-0.040903551992032924,0.11841323114468268,-0.07009776874457807,-0.08933327089894463,-0.024978610592637993,-0.015681695005202036,-0.041622966018773355,0.062379448734739565,0.08213233572759812,-0.11816363053940337,-0.12453000260192217,-0.014092235681503612,-0.09647509125102774,-0.06601487862775741,0.03582211567306685,0.06655375612046452,0.018203417031624886,0.02294434964675561,-0.03265197659981665,-0.12207140170645481,0.023964739935958587,-0.006560288007677563,-0.0256646902018069,-0.07416050794576295,-0.021737877769994557,-0.12302551868478943,0.005564361190632486,-0.016794431159123876,0.015570066473377314,-0.039124899193083235,0.001928362830489843,0.005673737156603289,0.016546048937264024,-0.03681840605016685,-0.13148971665994152,-0.005604303011278863,-0.002812319698886924,-0.06922508523215733,0.004028184208546053,0.01694724900050704,0.04067154869887482,-0.0384099989276731,0.03573295928567556,0.013212862365636511,-0.0726479889226897,-9.430629041226601e-05,0.0008031830486792402,0.035940162871668346,-0.02062383843870339,0.025117642755282058,-0.026835756740589387,-0.025568685668656818,0.012543688091047259,-0.03525878265189279,V
-0.21026683267558746,0.28356961754392107,1.289287506697147,-0.3212425635270624,-0.4225942729398736,0.23305549410070128,-0.6003929200953255,-0.2905204514001699,-0.4091351737700124,-0.09099690874028254,0.5383135299636542,0.7310588017595108,0.5288669320846747,-0.0014672187991049135,-0.22656487022314703,-0.2123292894186507,-0.09758182097780121,0.416800995545915,-0.17970602024663174,-0.0008462388928026175,0.08087577971135534,-0.29330351768454976,0.35002112805619595,0.16221724255704043,0.08528250281148755,0.30808872731960146,0.5556996993549091,-0.48062807171445165,-0.45263031911214424,-0.11142483130008696,0.0824876028201081,-0.23989843355221763,0.2787405523862838,-0.09785443208423872,-0.011073895112784934,-0.11115856035433523,-0.06300281448642142,0.1673223173199439,-0.0554053948045613,0.13402321579562848,-0.13443282390892944,0.19522420525096645,-0.033290420743455576,-0.34084660976657766,0.380358303169429,-0.09737245424076954,0.04233146031407497,0.0009329531376865777,-0.16492743059870899,0.048293077500397893,-0.29378730413650933,0.1384428364889042,0.181738123302228,0.04718508865752696,-0.4254884015966038,-0.1937540075706255,-0.029510604787657012,0.1365905772904864,-0.2112495272403715,-0.10052225205823262,-0.04320249063354245,0.28549908693965315,-0.06733964877657951,0.13840154731019125,-0.29900297236074175,-0.004915581571572264,-0.09746821015493055,-0.07633128244375842,0.15408708413883074,0.04482569674719816,-0.10184825501009655,-0.06562244911982439,-0.07780690362876977,0.21393629932481456,0.010544663723001016,M
-0.24634577917466968,0.9217431931445967,1.9037374167138155,-0.431492420886499,-0.7739672843910808,0.5253975696261738,-1.031528517030699,-0.4723640662103,-0.6460671423318121,-0.24128851462094292,1.1773166886689779,1.304559933807798,0.9671210563574231,0.07658953427377779,-0.6312504016477255,-0.44616469849116325,0.3425162892870698,0.14290843303428763,-0.5336572587273504,0.10734828959408849,-0.5873632231180612,-0.5538137037532085,0.08685658651812506,0.5003321129196194,-0.09419258050420957,0.9110580651480202,0.5477799909105878,-0.7296129805028034,-0.8605102204573203,-0.1254798491838467,-0.007174534279839606,-0.11419874035400426,0.20801158683132012,0.5238787648919768,0.23338798332485083,-0.13977582144966866,-0.51185096878773,0.2530765807857648,0.2187339092926436,0.27735356116368126,-0.2965111690524049,0.05127502881597934,-0.020727764765213652,-0.03662251611530354,0.5037811075708718,-0.1794832483395739,-0.04815776187742883,0.15312290376037554,-0.16723282666314243,0.2627256237624658,-0.2985029252979659,0.24021121601055984,0.17381264855837442,-0.12466079707890453,-0.5158216291086478,-0.07401419933905534,-0.10050955236304966,0.28186561849193964,-0.3381333261680905,0.028928340121362424,0.1534051555565347,0.46946632651180675,-0.1605183655554729,0.32989903085479694,-0.5440919110061543,0.000652266626197065,-0.026561897233142645,-0.07843674780020701,0.17976027632054112,0.212742989424312,-0.32003022563107164,-0.014815469553174254,6.458051889460595e-05,0.2671855455473773,-0.13450046813675384,M
-0.19822046528529233,-0.19217018843020064,0.5052040813737738,-0.0067071911254215355,-0.4886112516957567,0.03974372863165737,-0.42000953030431165,-0.31889440910378997,-0.03260584279223315,-0.32006254553364477,-0.058392397697879454,0.5312018683853666,0.2205751184732767,-0.2890603395793323,0.17249727060151795,-0.10706301781639196,-0.05570849697533752,-0.398846432352714,0.3142895124100104,0.3117608846443089,0.1483823047893833,0.15087979363944345,-0.1268605821085912,0.1508965103500991,-0.17508256500100355,0.022608408506316707,-0.015233636639394296,0.43254691404277223,-0.34755329669372653,-0.17357471477353326,-0.2863176752724117,-0.024687024804380897,0.10854891258771131,0.007290463216473045,0.24227297339204584,0.3338629980055681,0.20374487895108473,0.10043865636521153,-0.004600199128771732,0.022672164669654604,0.14679874903129314,-0.009494777610581845,0.1880455805723678,-0.20794858291729434,-0.14548695331139314,0.3121592949326367,-0.10932725231346406,-0.2227942305999974,0.029260626429404843,-0.15810149278495156,-0.07936120039620745,0.14064073168559382,0.10412612695294622,-0.0833880272232329,0.023681530580088674,0.0714148673574023,-0.07420248040649394,0.03215695639698846,-0.1641455405161535,0.02366779929077471,-0.2206080507340882,0.08591185016688155,-0.06155447543151141,-0.03377268648793595,0.09945206139419328,-0.08335885679487626,-0.007918829084423665,-0.006407017229363876,-0.03111991635371268,-0.0475312631818207,-0.09702330002799475,0.049358226125138155,-0.013273175235208776,0.1195466262973842,0.03394390531367396,V
-0.19817131974810268,-0.2938243126752825,0.5738114498999717,-0.3202611135299841,-0.3865419400429633,0.006741635261915804,-0.27228735372580337,-0.09397349875205224,-0.12279009816919086,-0.018584105935321234,0.003210092490673576,0.1501386667312954,0.07135479512781437,-0.3497341440232983,0.20199247166611575,-0.36224574891469075,0.010983561140025314,0.17426074758722593,-0.03036228712449557,-0.27432579876423074,0.10878816843958548,-0.03881047877253313,0.027473650852582576,0.20561897445926355,-0.28873489062088276,0.28931061461160107,-0.03598051290556577,0.1145697437367062,-0.39467160967726966,-0.4760276226694714,-0.2571086468793388,0.3806112077553661,0.030841005142334156,-0.03381655985145757,-0.12479450125898298,0.011964492613289204,-0.07861916075708628,0.16972378821289724,-0.22025513993048418,-0.10754882253624126,0.3600579506972391,-0.12125644043511535,0.3349596822364145,-0.2614215754375662,0.08625148814688886,0.22897277358922546,-0.05657006970433114,-0.14208367399806543,0.2718251812315827,0.20875949158152654,-0.026111955661533966,-0.1834396943674078,0.1283304163473123,-0.13308481715592252,-0.18926060415013474,-0.11423677790704981,-0.16713597212910547,0.4135026184870188,0.11834823689851626,0.16380357401210358,-0.16122738935584718,-0.17445624259056117,0.11788640361103492,0.11256886670429889,-0.06544318940021812,0.2836994597964148,-0.014161925720695972,-0.23648092569332813,0.09258649991168232,0.06360297129482537,-0.04810454976493974,0.18272327885002532,-0.058114996854048605,0.19659444887260757,0.32983183477988665,V
