Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,Component41,Component42,Component43,Component44,Component45,Component46,Component47,Component48,Component49,Component50,Component51,Component52,Component53,Component54,Component55,Component56,Component57,Component58,Component59,Component60,Component61,Component62,Component63,Component64,Component65,Component66,Component67,Component68,Component69,Component70,Component71,Component72,Component73,Component74,Component75,Component76,Component77,Component78,Component79,Component80,Component81,Component82,Component83,Component84,Component85,Component86,Component87,Component88,Component89,Component90,Component91,Component92,Component93,Component94,Component95,Component96,Component97,Component98,Component99,Component100,Component101,Component102,Component103,Component104,Component105,Component106,Component107,Component108,Component109,Component110,Component111,Component112,Component113,Component114,Component115,Component116,Component117,Component118,Component119,Component120,Component121,Component122,Component123,Component124,Component125,_class_
0.08123998969548438,0.4606293667969267,0.174437894712942,-0.06003929432381298,2.307148107697237,1.0677173564085316,-1.0161069179481559,-0.2164927062093554,-2.4175905468310317,-0.16025456194654386,0.14262386276609001,2.1677909227425385,1.0815421983288829,-0.32252643057021996,1.277323843158112,-0.02563566121234051,-1.013476594277878,-2.2287828515340182,0.180463252198884,1.7970145227092942,0.787195827465516,-0.44718140878271573,0.28458931800037535,-0.06221993890893015,0.6466036444994323,0.11540289240397231,-0.6141055426530214,0.11306336182221716,-0.5637925978563436,0.08584529567892725,0.23703071946823526,0.4313070365805135,-0.028524044859286744,-0.18504402180394836,0.20350182327634103,-0.31740824805999207,0.16243076828179392,0.9735202138753402,0.304041718860262,0.40601906033809043,0.1890264506635513,-0.3857233093571013,0.23828506248259823,0.24878699751255956,0.12626057404952754,0.3561992676350126,-0.7579518592948701,-0.6605980090937682,0.16747480753752686,0.3785415853964881,-0.3497189485457435,-0.681162634869039,-0.443652036432567,0.28416080557726947,-0.21188951240155723,0.06538922164494607,0.050957078215430496,-0.526650824596518,-0.23330458347124736,0.5243937597405911,0.3373714259371782,0.5298797592155824,-0.1163030400218633,0.0553988208167914,0.03409763025976356,-0.4891914563714161,-0.004302461221786416,-0.3660869412805893,0.2615806525825557,0.034528325629617274,0.26250266655548493,0.2923738854879871,0.09013051211103547,-0.07101250358092401,-0.15686455298755891,-0.03272504569187491,0.09876882100958354,0.20710439024979413,0.1357600707018999,-0.01734392451320893,0.1350711958529921,-0.007469555137322066,-0.20563089485289537,-0.12239958771321637,-0.17974131973779342,0.201742181239496,-0.13285133762627635,0.40429261708905206,-0.3930238796493528,-0.1506077637047949,0.10806993181183139,0.11369913616373056,0.08527398744856597,-0.12330979137979745,0.15668334641651602,-0.4303145214814427,-0.06965316254022802,0.061792905307967924,-0.032355071126514076,-0.05379739744183419,0.06520396951086366,-0.24772661794591072,-0.1453148861998888,0.10242422336258748,0.017806293422823333,-0.05967378907412566,0.17942428510604277,-0.04184255667465281,-0.15463134747933335,0.15234975855006105,-0.12131615020655415,0.052232273965195364,-0.01955984974091559,-0.0008189042176729583,-0.07745961711858834,-0.23929646042687952,-0.17952027894111403,0.2634941341846828,0.021480111196494595,-0.2765693096120023,0.14940721129942308,0.27107484353607053,0.13666189801154768,-0.022062417066265327,-0.13732893415638442,V
-0.19616081007587138,-0.4320799333374831,-0.2695306887123968,-0.17610069576647394,0.4499542006377082,0.9573296438757135,-0.48242268254190485,0.2835393614117777,-1.5430149629869074,-0.07973921219665403,0.7151958603233955,1.6835093334072293,0.1828158336038212,0.050728887272561085,0.7139814997555662,0.16099013932704181,-0.013783261078118059,-0.561523978564143,-0.04767306692419042,1.104561928462958,-0.2087349345664015,0.4258917516063103,0.06731505944402538,-0.3693796825926604,-0.2906844041804975,-0.7671212874886262,-0.021417055543118887,0.47645340517210366,-0.2573912898637732,0.6554056833798035,0.48846094934286294,0.31174007412345484,-0.20134148085450604,0.6385226025597847,0.4329706171856337,-0.3276394925913723,0.23575398162098576,0.17801515823096192,0.10442195253710132,0.46323371462589913,0.05748072209252811,0.44057145284159815,0.10114660854955838,0.46175604674319737,0.4549701933351479,-0.1675620771157057,0.11816880028943268,0.1491048273226951,-0.2443539282528648,0.7278684542431189,0.17412650355619913,0.2861499509545341,-0.7002277004929215,0.6063069366022441,-0.1292341254813769,-0.21111274557850776,0.3577322231301584,-0.39471449329617236,-0.6352918565623303,0.8723191334693452,0.706369342205463,-0.21058722816602782,-0.07732317879306821,0.26117912309554814,-0.07738828739930083,-0.010149912461914136,-0.133825353200952,-0.34614403847570896,0.14884476775175678,-0.13559882452456506,0.0013988654644541687,0.5736884101769738,-0.05973976536354138,0.09680221933842684,0.038788113993796294,0.1126753862948241,-0.3877691432260969,0.12798259346928179,0.3138862645653648,-0.07576474591686433,0.17328626579346354,0.17010684430573056,0.09219564277626549,0.16418604946569776,0.08224483794476388,-0.22778400781469724,0.20043895972195108,0.22370858572396105,0.13185451268451287,-0.0542825544015052,-0.07300102292795038,0.42733406418126624,0.20060090669635264,-0.7266434683289074,-0.359633625758441,-0.26995028533315574,-0.3302104428594342,0.1019653122696703,0.40613422461163584,-0.22396488910930096,-0.4095187554589733,-0.312835012818982,0.12191812401575003,0.5182254706537028,-0.39342776757218534,-0.0147976978347817,0.08443635330199625,-0.07191488677267169,-0.13885787903440105,0.06192263547561433,-0.055358384661279916,-0.34995428789041527,-0.11426967854235745,-0.20799517953788932,0.28536234322224174,0.01717061421807512,-0.07661319265326128,0.38492119139082925,-0.6415954037267986,-0.05155081604961336,-0.07361765157363456,0.03489947567299738,-0.3489666231805564,-0.2056423073621823,0.4038330951185518,V
-0.19333550650041864,0.21432977010033144,0.8296394971708053,0.27043759140889373,0.47202835158496814,1.0522776735343617,-0.24151042717256493,-0.31593783804674946,-1.8880895595603358,-0.20108607439719695,0.5557438749907074,2.4440621218797727,1.7555491737052957,-0.7496761563814036,-0.022044455974456145,0.8388788503366287,-0.09482445122337853,-0.8629569817879669,0.7319192250750157,0.995185645943327,0.9710020831275934,-0.5996491820175992,-0.6566043774727626,0.626894005346807,0.7413531961322022,0.12597788061593912,-0.061816044652470245,0.2029994929201595,-0.8200914554754074,0.23965760373783565,-0.0523594091459713,-0.9796598499446837,-0.05767755150182559,-0.697483801393167,1.279001902874344,0.5748764442821979,0.6925172069662303,-0.38457757995306674,-0.3853028100193832,0.40961692807976835,0.6195560633220172,0.2652411586638172,0.48383198676740047,0.5101619697840518,-0.7253261089589284,0.2966104728841644,-0.08237099210953357,-0.4563159483556132,0.1560960040323718,0.32130641387248704,-0.2570594700108084,-0.6754653372462313,-0.4479258550622236,0.21014426727000232,-0.3097229112978043,0.7449877210841483,0.8303579248967587,0.021575543271437916,-0.6732998070745793,-0.7359472109914822,0.3293907524633539,0.10587552336363053,-0.02302095259951792,-0.8227838920083517,-0.28199054162264076,0.014685724745024886,-0.22627706689157254,-0.3497970813637425,-0.33039967744377263,-0.3880608789872723,0.21309024657155506,-0.3144426559222466,0.3897095899415087,-0.3236032003482367,0.4386566114576866,-0.2274744620419859,-0.12288434245752676,0.21875357180108188,-0.03611476316381837,-0.3656605601735114,0.153598550553997,-0.29504059441376557,-0.6676125382134126,0.3166506017782671,0.1841902620381096,0.03235174230224994,0.3853013253942376,-0.15578967365847585,0.40253674593395566,0.22688176392794168,0.351501958457902,0.5127850774580471,0.04156686089453582,-0.48759074223925425,-0.3937519205017505,0.6071805788814075,-0.39490199002604914,-0.12521008092223251,-0.010054555964961409,0.24573340227102614,-0.32556419156118643,-0.21276985781183894,0.15265683531436372,-0.19419310895854286,-0.0021001754763349118,0.007607380577173054,-0.1541297071587912,-0.2547808429364766,0.4495177893776664,0.024865116960931553,0.06252041306049408,-0.08849344186665047,0.026713579224431065,0.0631509772633963,0.039100047598580163,0.009415817536423635,0.08796567245719866,-0.4537580509005344,0.37639307523503646,0.1242434065455357,-0.1511353657695269,0.023748240918916405,0.03046333426357936,0.25030165728386,-0.06979439554581582,V
-0.1945622545337294,-0.2304962141761287,0.5620573700441102,-0.3393589229459105,-0.19555449400545324,0.10145772749035495,-0.3507591450321146,-0.024607745915813467,-0.49408304376898377,0.03194330657542467,0.20492764666290664,0.47296875876252487,0.10477494753655839,-0.15140605856450348,0.18110492733413036,-0.25516377379350375,-0.16744779498612133,0.1908840578056223,-0.2115158465860434,0.0626151902239435,-0.007754451975323801,0.024684006954845225,0.2514558599454133,0.20236511879863334,-0.4430317153199466,0.39914276077329,0.35629789731895734,-0.14796703711833284,0.10722903357616247,-0.36892846711920574,-0.07500659136865406,-0.19265603799194525,-0.07492139213136279,-0.0011591626598300197,0.12219101066075402,0.09120429647306305,-0.1577248183699275,0.053072418538384736,-0.09102256758544648,-0.0668699950470068,-0.09997760004110995,0.0729817999466186,0.027089526581837664,-0.029068317751039435,-0.07237511224893256,-0.04811320787950621,-0.12011970373765216,-0.1529541124280828,0.13265668378839118,0.101084876421988,0.0027536114099962344,-0.0965139025621132,0.0402485216283513,-0.05458477225516673,-0.24218167889063924,0.06974846261467113,0.20174038440374603,0.08526262065040643,-0.15700663269031437,-0.1188180619516761,-0.046851421917304154,0.027800413220906227,0.23351610785870813,0.018676972680662207,0.12125669167020973,-0.11282783410814345,-0.12483213247328975,0.08245220328246143,0.099089431044253,0.09432857407945537,-0.01125656079625598,0.015606581339391117,-0.04693321646221525,0.01337127373633323,0.006662425746970204,-0.04029931779162272,0.05831188629447077,-0.10355511284489742,-0.05465055257132083,-0.17898131471552564,0.015486349926396456,-0.07837124874572399,0.13331908600692363,0.041844016146841245,-0.06161268161747058,0.008059255305238476,-0.058514576484191325,-0.014340646849170802,-0.03842866053542589,0.07076753511799763,0.10254466577664714,-0.002366187972268053,-0.08625689494324831,0.023109798375865742,0.022687378375032187,0.02656990776364543,-0.10603221784483825,-0.009584876699605276,-0.07616050618891912,-0.02617769230132762,-0.009180149799497512,-0.038573093984223504,0.02563258901876393,0.011713824242520902,-0.09522598640201438,-0.027150671430173745,-0.010558994671106377,-0.03601350918287026,0.17040129967815795,-0.08363296432308362,-0.08284429781728296,0.017099288804024834,0.01441814368729697,-0.023705359878102877,-0.02797545098391887,0.052184136553297664,-0.05147702037119734,0.0024222544940395233,0.011404631229605895,0.052694337393256824,0.0030629245168940847,0.12424871694773063,-0.03138662267392324,0.15749030977014628,-0.08635580684345134,V
-0.18652265558132627,-0.06438191535163382,0.7988465742786391,-0.24456636378709254,0.19349588755186226,0.32388034643328123,-0.3385303886777864,0.04696288119189762,-0.8896686829685504,0.005096579874948229,0.31885941580366306,0.8223776806412468,0.43786548730379277,-0.4552316087578337,-0.019496281427930508,-0.21938489003221479,-0.12322836661207266,0.5810077997728208,-0.1900344649136654,0.09062505121711271,0.02453829918089791,-0.2012251962721428,0.13888379067106696,0.27381939644851994,0.17312144139189353,0.6599575321077886,-0.07261371305007788,-0.4975907627670142,0.06736168383304328,-0.5797505303697768,0.1256307662245446,-0.24815392440973313,0.07492855494964461,-0.2629057218134764,-0.32957599229335444,-0.09821756072393772,-0.15928823272571824,0.3596282942035498,-0.29071159321665785,-0.15923505106714805,0.386961524753756,-0.20366654770901774,0.09532567914828757,-0.09874361732958686,-0.3587848745374739,-0.06612862068683087,-0.21468570499461337,-0.03680480445526507,-0.060027161184735056,0.021045765369100924,0.11467369531409657,-0.48001062927362,-0.01496438418142329,-0.569836432306965,-0.3913066714977247,0.2608393610194248,0.4194616692578715,0.016832321959430956,-0.3340466028408914,-0.11025108359441024,0.13043539295879766,-0.01646325514240035,0.327370332174437,-0.05036421181943461,-0.0009871206857085743,-0.1693138823335323,-0.20994423507993487,0.1999459954408955,0.020946016258870423,0.13934759102163666,-0.16975237364755774,0.0436618711477587,-0.08468717779785598,0.2413421486758638,0.17151322189801832,-0.3748845090293584,-0.0737255956276441,-0.06501897302694785,0.12303981824489557,-0.07736733675923056,0.4080912594442086,-0.3035008049192233,0.2121225097049647,0.24002624640252251,0.3399232850556765,-0.04891362293833069,0.03916113857310677,0.02217889791413949,-0.22743364453781964,-0.1567125713930116,0.2896814920709904,0.17412694933490502,-0.23610136388227992,0.2382279125392778,0.11560744053617264,-0.18290946759547122,-0.055259926125688294,-0.02621002799161858,-0.4297777958254873,0.05026344998847164,0.17527779400151605,0.08668472919918535,-0.23476848994186938,0.19032723265884635,-0.0673959481756137,-0.07734877260383814,0.08650134272525112,0.020641777163463534,0.09133072235498067,0.10620591809564395,-0.09716915251464556,-0.08506776607421053,0.1557418539758745,-0.08373179239085883,-0.3125040785280493,0.004201731740326976,-0.062038912582803286,-0.0012440313257859326,0.004600847645993729,-0.04679710179510977,0.01110869102123465,0.041533549762721146,-0.12615586419590344,-0.0628065587931417,-0.09777889613301208,V
-0.18225238324407986,-0.39392605707518547,0.42531547921296664,-0.2989882254398212,-0.2714698014714468,-0.12238725365643771,-0.1602322751431874,-0.061436926116747254,0.038076011805557,-0.03565589127431361,-0.06947227336977056,-0.01792435860340051,-0.04441409292964295,-0.051198671291209696,-0.037274726461804596,-0.19133579331685163,0.030867918210650547,0.14776194680907118,-0.11930141901399043,-0.17348264232359592,0.14302124433430974,-0.04069466980558851,0.11390671934809762,-0.01708388341347788,-0.0859940589914178,-0.029897060401669923,-0.004582787470707068,-0.03962277560174938,-0.03362701083891213,0.1430139098486659,-0.08675704846143406,-0.10611819683179771,-0.03578783201777273,-0.09340976970193719,0.06227988662790602,0.015921508158150192,0.05020385198509953,0.029742845982781443,0.040746126289772006,-0.017070020210823846,0.1164451203042962,0.11007940200974553,0.06932718567054151,-0.011470424706268727,0.030742015236636985,-0.05150771023311375,0.07354201002144503,-0.017716025938916802,-0.00025838237254342637,0.013853846347777872,0.015184094749680938,-0.011494473976781275,-0.023162136950803935,-0.052117966947360726,-0.09991436899372302,0.10595905615044028,-0.011488531452984476,-0.040377094405555085,-0.002725081480154193,0.012617581025094238,-0.01660372204291509,0.08085971425698625,0.006532077506142819,-0.09234377299802207,0.010760108198288147,-0.011016860017881009,-0.008013807277054422,-0.009667480769800191,-0.03283615510250263,0.01125863478456077,0.04727153867905895,-0.018768630570281684,0.01604328330708395,-0.01360464457985135,0.009141394485123331,-0.0701792313226276,0.01989784509381731,-0.0001995527609075752,-0.01863990353383225,0.0087645284624003,0.0030916681762754687,-0.0659749474700168,-0.04049381080894916,0.06751987182990939,0.00966905004981201,0.049395031301698214,0.04199016429538998,0.0200942303175811,-0.028368367043098894,0.05947036455086589,0.028463767117365556,0.014383295629166102,-0.023880533862620228,0.006144117679445322,-0.028868649297265438,0.0008451676145746524,-0.03624366244059901,0.02470987897097585,-0.127344118373432,0.003089554810752507,0.061360257061326105,-0.043086263022960675,-0.05712801971536773,-0.03000022500363353,-0.032974936454121986,0.01109886596576671,-0.015182975757179955,-0.013832144717667288,0.026455536591494695,-0.011980409961948053,-0.021503674474190704,-0.0470633985226949,-0.026681912530420085,-0.021183471332470068,-0.012311477516441667,0.03718427324224097,0.03438633587496407,-0.09463845334294724,0.04366127827380402,0.05256964624136302,0.02603512295297658,0.02937642630628379,0.04572275522707998,0.09829864091689125,-0.03198968497855626,V
-0.20661244311741556,0.29758998464195663,1.2924727757285277,-0.3117269576870861,-0.40229018776612707,0.19044822706279724,-0.6266433883857568,-0.28200869879499996,-0.5668007390853164,-0.08954216463900329,0.3271103594099728,0.8060407686385155,0.45186805130009106,0.017176946888843886,-0.2351966790913359,-0.20506626154760305,-0.04132507065418338,0.39033618359903144,-0.28593779704268607,-0.008161853869285654,0.037065709398382635,-0.320138151432382,0.27871482219220023,0.13459943966101695,0.14821941071009628,0.5666567464669392,-0.29177066582338995,-0.5322227350432944,0.32074249672507654,-0.2521978464759224,0.097377546646853,-0.3404377521145998,0.17706605257100272,-0.06687751876933959,-0.10659467491326445,-0.033137942445252866,-0.08125821615454984,0.14048297767380552,-0.14666018894773086,-0.08722383402837273,0.18997230456079858,-0.0826844452763926,0.00770380705657814,-0.2519088968261246,-0.42530606463711107,-0.1739421080330495,-0.18374414548204743,0.014738243066945697,-0.08557543751033558,0.15832226866608984,0.1838831023325524,-0.2879746654825637,-0.030595397732203877,-0.35713616242068774,-0.23625150464658784,0.1722714324254756,0.1356872026892242,-0.08954041094476187,-0.14102608628546612,0.04553147499591176,0.09327528232337443,0.19233521172654497,0.30188643564785855,-0.05398644512601498,-0.04902428764470515,-0.08105598774214474,-0.07080431012877833,0.2437680050806782,-0.05489149770885087,-0.021886294806761547,-0.02563690876545306,-0.04356911603117859,-0.03513748529198414,0.2890359087678929,-0.047666056827962835,-0.24232847118065928,-0.11169257095573311,-0.07648209061324399,0.061351160703707316,-0.12505774916250612,0.3448037634784198,-0.015501139368102584,-0.005650409229244993,0.11417774470935595,0.1434586279432204,0.22579901014773668,0.1759407820015997,-0.08945027451187598,-0.0796222478398489,-0.26868061359391826,0.06674231776946751,0.03244262026640156,-0.03918811086547901,0.1948998456656276,-0.0231812614741876,0.020910642263286677,0.06293601894409243,0.13060914600338494,-0.1721886760520968,0.003858006591019106,0.07733193110503295,-0.13826888185311997,-0.1765693787960989,-0.007563031883171125,-0.07544418877143337,-0.03494471291435036,-0.04979139555814319,0.16067958683672612,-0.09308594368723846,0.16605339969296495,-0.016458646354146428,0.07213835643874408,-0.1624012684690572,-0.026314103940208437,-0.0702939377450923,0.04298211939999858,0.03584497190269088,0.1084598091953736,-0.04473698852963686,0.023125858837781822,-0.017383893605231935,-0.16467093696922677,0.006316959461431432,-0.16359826464104293,0.06660150574124687,M
-0.24435921346187042,0.9413476469935378,1.9092557803771977,-0.4081818615429093,-0.7362495574096695,0.45670370395480775,-1.0939476341379795,-0.4522275518984494,-0.976932322059253,-0.22806520788371418,0.8544148947218978,1.4659393771333922,0.8047955823611769,0.09974749712147801,-0.622115504852332,-0.37333692923301365,0.4092507390753069,0.0715002835990104,-0.5391171479680762,0.080782818367081,-0.7205449665038122,-0.5685734797965771,-0.12248957886651374,0.41160086303053756,-0.06922980952177459,0.9761253441790869,-0.04796418651711076,-0.8712288680433365,0.6540603798041131,-0.38118806985303866,-0.023145249631683268,-0.17510168263955334,0.31712050525203994,0.6072297236871749,-0.23445702449151856,0.06130680069421986,-0.5398061064588069,0.03509157754648497,-0.07160857195435044,-0.32319468578734145,0.15062695682480087,0.045799872644621764,0.014146711224760744,0.07881237771664046,-0.45088856867224153,-0.2537458411759034,-0.27150716412330245,-0.0817312961819964,-0.03716706626788682,0.37490672371246514,0.16491246612456337,-0.4285318986203895,-0.1555229139481885,-0.3375935482791237,-0.26734456726703293,0.02912497157149163,0.3054780169239346,-0.1601734287296995,0.04619667031714375,0.06585467194782726,0.2290175857924325,0.33491448863791656,0.6529710200554149,-0.16802781250881943,-0.04289211267303274,-0.012908531043953553,-0.06557063488874255,0.4136851837474376,0.03293251265273178,0.02523480661394912,-0.2433178871500226,-0.2375508780241511,0.04118778806720807,0.1922841636215391,0.02085547633784656,-0.21812537020089814,-0.08284711846948628,0.010066856547949915,0.029596658713853655,-0.09373741754820161,0.2781538395162059,-0.1474168838114816,0.11220411309674888,0.25520104012214345,0.13729241795908229,0.39081674704861546,0.18831546496216464,0.006874961810447944,-0.03307222128981042,-0.29087808501956425,0.11423167921568936,-0.006959324391851013,-0.1697603674247075,0.37996777510965374,0.014597371135217509,0.24963913335894924,0.1758314338692461,0.13425806663322676,-0.1893781728360992,-0.13304592952249633,-0.19602439758300813,-0.12276564863041517,-0.10868724933180443,0.08471224667860229,-0.23837962119549963,-0.06301208327469979,0.09784399984594178,0.3195508069148146,-0.11726630674314245,0.18961047032754116,-0.08061534146376606,0.1041094784503559,-0.08424443198068116,-0.16746742674939363,-0.06630829719465695,0.08542922466411465,0.02130741156133152,0.06686436102163511,0.05373515476625576,0.10226147097268719,-0.1272358706670958,-0.051055796476772886,-0.15880886767269958,-0.0009234695231502693,-0.022072453375732035,M
-0.19331887254025681,-0.182336822182698,0.5080609100929034,0.005864715264947744,-0.47866808180586345,0.012461869742788692,-0.43072346461826716,-0.3106809179017503,-0.018566990875981,-0.3205247629238822,-0.11137552385058525,0.5592759655987743,0.1627545923293423,-0.2536435985905347,0.19827066209782152,-0.1177239167005947,-0.07591476621099369,-0.3554769357131927,0.37015347205638177,0.32857167593192405,0.14512050855733932,0.12821585361285082,-0.04866627327491685,0.20774745198453587,-0.11201019052323175,0.039706965206144085,0.18249862836478162,0.3186780926425305,0.27507037899011894,-0.2997734096640431,-0.35813497783898796,-0.094546280567401,-0.10158210207152255,-0.009102693907485495,-0.11862912118355826,0.4055032366584878,0.1422760178883168,0.1179910701339551,-0.037001323517438754,0.12191108503091916,-0.12589292516386819,-0.12579535317642263,0.104772141805243,-0.29083020435457285,0.23766070166151715,-0.14993152390441405,0.17714488085920915,0.181969500834277,-0.052402743497023924,-0.02354092830822266,0.16547171177725667,-0.10153330037885817,0.1360187147700816,0.0676496149711236,-0.023833883753315258,-0.02663089284566538,0.14872396953502925,-0.1203811290225494,-0.09419840936828099,-0.11615611390730167,-0.08847280184371219,0.1782551509189609,-0.10978167391797122,-0.015196776623687224,-0.07388688930294694,-0.04185675429078155,-0.053180220602211156,-0.0397551510827551,-0.03846055076082195,-0.039759456356509376,0.005972210999379404,0.046636860155865836,0.025895991583027717,0.14691752662434623,0.14117335435785433,0.04538750684578515,-0.047607653780930514,0.033061151246780995,-0.02936045164532568,0.2092125038611483,-0.054596453982135904,0.02301988597557269,0.017491261930282838,0.039443458036294905,-0.02687591825874181,0.10335792583792339,-0.048401894244907984,-0.2229430326520561,-0.1096046836223674,0.1366191251809791,0.008839228060740566,-0.08767214970473,-0.08027536961942601,-0.051921068650528986,-0.04480331106679296,0.08706964991445217,0.15356133857313384,-0.01798223141527963,0.03452747485701648,-0.0806878828834504,0.05598698723541686,0.13157133944292967,-0.07294040573601404,0.014348143727888287,0.05380093592021018,0.08131443872017233,-0.07522249027643228,0.10629517953769373,0.05365609490723265,-0.02344747567844576,0.1240027459426887,0.051067324248033015,0.03205885730016102,-0.055156181417448456,-0.01040485798060322,-0.1440919578467149,0.16668799720846675,0.04933151508066128,-0.0533350227224098,-0.09952285922303418,-0.06203650201823336,-0.04750024241054128,0.07760702365253469,0.019510842266925336,0.0210449055372453,V
-0.1925703470656812,-0.2820151246350436,0.5746933036892716,-0.3170573612750638,-0.3815801223413009,-0.009722091386876783,-0.27608522487820475,-0.08904940837871494,-0.12155875479234261,-0.017001428377598556,-0.045094947330833655,0.15970480222611563,0.06290959435664747,-0.3063180405862391,0.24754210624154183,-0.3682674037250445,0.09364443590432993,0.1668558596735937,-0.07764563623908875,-0.24293754162177322,0.12282891728475004,-0.047909194756946494,0.015639199468303767,0.2963551315109101,-0.2034783050269823,0.22988954639360915,0.2967372750646179,-0.05170179481415234,0.178371717100266,-0.5677846095353363,-0.32611033418912416,0.3146700330206852,0.044417767208290736,-0.1111614688464089,0.08910510619925308,-0.09385260962359668,-0.0736104156915657,0.21750550057708495,-0.06266848119186277,0.27780885451347587,-0.36531609516678315,-0.22222062762886197,0.2020622116423021,-0.26431375388115264,0.0198764515598606,-0.20547545389515987,-0.021885757151673513,0.1660986349315028,0.3878667936794572,0.025156673935200324,-0.19520204944882433,-0.22556080612682905,-0.003743829510927256,-0.056078190164891566,-0.31981239114671606,-0.09645362952797157,0.25789273582946765,0.1231257708585971,0.09869582645720434,-0.33997043228928747,-0.055846772102530196,-0.22449318100121998,0.11655008445165452,0.24039627598373506,0.162412767193907,-0.0005246102673624742,-0.17142945382563923,0.09774483762978106,0.052991191773528776,-0.04417347964796277,-0.11667292221159478,0.10833342619652173,0.05241237503507554,-0.0167978247854002,-0.03589752824720081,-0.003285640273706758,0.2208975289692583,-0.30415317148234017,-0.19577673940404247,-0.27194945326272707,-0.1728916294728842,0.024961143856180805,0.13588645409420752,-0.012748001594007938,-0.17709985748897375,-0.020435652533319443,0.08124012370751528,0.005733993037004753,-0.3371268835289904,-0.04218405630372873,0.19334487982380533,-0.0012376481467820388,0.20457184917370094,-0.1573843726480888,-0.10885180475016641,-0.07948182156323298,-0.11958311987276254,0.12049459226198789,0.22357569657271048,0.14975153666859348,0.2947069904115712,0.0847239970590581,0.007586608301536374,0.14569127490386322,-0.03744832540375758,-0.2006996166583545,-0.16473827386235546,-0.04681666497699405,0.10255847390925821,-0.07293450950260216,-0.10250138466624785,-0.09827872145742725,0.10891456174831142,0.05857506071919349,0.29990325314899635,-0.06789952276521637,0.10814114969898117,-0.09666508763585968,0.10408729746254405,-0.07717770957939872,-0.02250516363103424,0.3308593555971884,-0.1680329349334282,-0.09874679587057245,-0.1758730257583719,V
