Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,Component41,Component42,Component43,Component44,Component45,Component46,Component47,Component48,Component49,Component50,_class_
0.11010724481183665,0.4388312503266649,-0.12027287336422751,0.03903190443179605,2.609650435467131,1.5372984139541517,-0.7498754226180453,-1.7212427998233466,-1.4064983184532216,-0.7994306211712144,-0.4300325256581582,1.463611874040373,1.2724163970791116,-0.9958541259496854,-0.4450754104182801,-0.2542438016408013,1.293513787600397,-0.2556024052121734,-2.8033749384384934,0.31115494385110365,0.592028416748595,0.1527127229304096,-0.31594785322675967,0.008021048694999797,-0.292730160291243,-0.5390443028509534,0.4299316172046208,-0.43999065170198737,0.5081099724909379,-0.01896683946566026,0.5418066200224103,-0.2690438936803863,-0.33681303274940316,0.06128216026332206,0.3853200292587273,-0.16223487275034054,0.5156332063814717,0.6656761370394234,0.4613707672410579,-0.016986458858080464,-0.9575369354992971,-0.13497645342551873,-0.21320092058878923,-0.7646772053015161,0.0020347567975336767,0.5477462702026457,-0.1997462260945017,-0.8415579897800133,-0.1034696758123702,0.7882030225116519,V
-0.20936770207840436,-0.4315956979551484,0.46454175649104645,-0.3310545921841739,0.6093440661298362,1.4954836034657244,-0.2697436892032326,-1.708872729700321,-1.0246737976128815,0.2864301951926586,-0.5677528430624428,1.0827478959590113,0.6261959851048229,-0.04925060504400315,-0.13844260555756904,0.14885596603926293,0.7823345381626652,0.5291573653338291,-1.1981842213215061,0.4819982861471213,-0.4383594997584641,-0.428109579666416,0.40374881321441297,-0.15003506382006032,0.2596737459224523,-0.9147411572776729,0.13215031760404058,-0.5125202215837176,-0.3929760308230717,0.48880716814595293,0.2611527743626766,0.06991661532452279,-0.5358802750406587,0.06348572728455859,0.6520447589769717,-0.056069143937895694,0.023398022846338795,-0.4635473680389339,-0.042805198293840295,-0.3806983782927105,-0.034080560252545244,0.12238441200925004,-0.4411012976115451,0.1898204399498989,-0.27172297527846156,0.25622264166186304,-0.128444220156819,-0.4631712238463042,0.3374304666805853,-0.21188589100550115,V
-0.18562996618982536,0.37125706172081363,-1.0530992635041256,0.34077632425837107,0.4581374731905383,1.5405403782015357,-0.005831616026517369,-1.6087105309697594,-1.5743032410225035,-0.33256666768950793,-0.9175437861053811,2.1927608789025608,0.5209139094409827,-0.4882215621335959,-0.6811573570626975,-1.3415885599403232,-0.17042309918082904,-0.12012464985213189,-1.4733441821337352,0.3486848323955215,1.0732205084570923,-0.5069430383265622,-0.2967133647829149,0.8249387821518025,-1.08851942294789,-0.29641029172157274,0.21233520106426287,-0.2036923097700504,1.0244452238676656,-0.23456858638307287,-0.15389259528714067,0.3188328631020404,0.2664166089592442,-0.666911168187254,0.053726732913119524,-0.7325778065196863,-0.4060467986565022,1.1484442850081904,-1.30534679225577,-1.0262575397149396,-0.5702155236011801,-0.2889320989944058,-0.5262135667849311,-0.44163905834818157,-0.7522684847384608,0.009544105370688852,-0.2610930164972395,-0.9588906200896664,0.039455085063700344,0.8811167437617344,V
-0.22432993829480458,-0.1815637642784243,-0.9088660785849336,-0.37204671708898385,-0.19158617557286423,0.3964515577635227,-0.49517274021412555,-0.630808322969178,-0.5730810732828749,0.07246379037391568,-0.213920680792239,0.5363275833151153,0.3925007102097837,-0.30000276012954236,0.037001433480466014,-0.0329856622875889,-0.2576073602540093,-0.42062922511560197,0.14846878909101854,0.2550460627704624,-0.24611682252671324,0.15947429855509743,0.23425141081656314,-0.22479371235451312,-0.3161892662095751,0.3790838533194014,-0.5431323047151307,0.4548098815892251,0.2180883434299584,-0.27321005814013166,-0.13584811167004326,0.09624605399156794,0.0934482612699869,0.00459652821526757,-0.003684650108864325,-0.1316342855344445,-0.24103039295477577,-0.03323402909327501,-0.1425469198869956,0.017449062143096605,0.008728140645715865,-0.03238177106773485,0.08090215499813619,0.0821931501197167,0.09356862904915259,-0.07090133436498727,-0.10060331712399911,-0.27903341155018213,-0.3771398808718978,0.1881237083727185,V
-0.213655707484875,-0.00950184003794706,-1.1185590216646786,-0.22829923940019797,0.16549460060506233,0.6621732223817299,-0.31681494593697734,-1.0489906239704843,-0.7440486369870283,0.04475927303898382,-0.3626260459021996,0.8534838060366832,0.3515217324512009,-0.3333153890727748,-0.2495836695515708,-0.34525106001304434,-0.8064751304548401,-0.4248372999853126,0.238811530552915,0.1660295655268233,-0.29190462004149026,0.11813975432952906,-0.026512977741438057,0.22977904667011376,-0.3160923691684326,0.5928877301521072,-0.28671747015972104,0.4165054014792977,0.5635953848896293,-0.3996563792392085,0.14539449956257944,0.046009382625606624,0.2870524941665392,-0.05761355265111226,-0.139379708634726,0.06438881926754707,0.09497984583198557,0.35325613475602663,0.2970285816484227,-0.2039185702491517,-0.4627619204840366,-0.420641002638352,0.2855034026672465,-0.0982554121868667,-0.20024459183381613,-0.12377921528557989,-0.29542424717649396,-0.10670996689372227,-0.5943326172716173,0.40757089350302417,V
-0.2017001943287632,-0.36713148957533814,-0.6818519581959549,-0.2876108549941913,-0.3139851400335336,-0.0628955488474211,-0.2410759085124602,0.059222745774331155,-0.009113316864048654,-0.08867079475519567,0.01740543115487126,0.05470985987858623,0.022833190647194065,-0.10079865085826703,0.031031243807176697,0.06370168942334277,-0.18422490526637955,-0.19402353131077105,0.3155557754306652,0.08890053318123062,0.04976387618921213,0.02813892253977344,-0.028675944692785768,-0.046183781564053825,5.3108276911887145e-05,0.035336205010026545,-4.5726570356448976e-05,-0.109258713997362,-0.14085655526943466,-0.011232947944903336,-0.15491768893783703,-0.06274465666422159,-0.04650167797450026,-0.16775893461807223,-0.07548589980847618,-0.1027471157615555,-0.05201922186601987,0.05928018292177563,0.013546931446359071,-0.1289626971564226,-0.047770800884001076,0.08340345892916748,-0.016122543417888408,0.07434939731349265,-0.15162612928040467,-0.14292019730704497,-0.023232018600870284,-0.07758607851147274,-0.021277502340900447,0.03806365456376829,V
-0.23555449542758178,0.335929504633508,-1.6109696063981516,-0.2577913518344538,-0.3669172283947119,0.6456771218459996,-0.5728020212742169,-0.6568262239705699,-0.7731544180717335,0.0870711595969575,-0.4610646546498528,0.8169908262060976,0.08192397106008463,-0.26675173517978856,0.014221053135122494,-0.3565597083316947,-0.6734510297393888,-0.26524585915504284,0.13993909919416395,0.2264620480957603,-0.26066959275825863,0.4472841030780745,-0.17537470666644178,0.1459046663163823,-0.2055238544688373,0.6429174019674898,-0.058538105601180196,0.5281807402929999,0.1815550002201177,-0.23709461511463442,0.25628443243350313,0.13113473704451728,0.37588068697906274,-0.16430070375249411,-0.0004996198547886355,0.031179445714270046,0.19124899049402685,0.40325058018127824,0.1017661151544042,-0.04787446532273151,-0.2880909490813221,-0.5235846384992071,0.14419290295938003,0.1210305815481937,-0.1035056916953517,0.03564670028921989,-0.3114177179737436,-0.08035691581201028,-0.6095381174328863,0.1956216777172447,M
-0.2828311721698293,1.0299525231728188,-2.0889731136536547,-0.36073118619253464,-0.6064608060868748,1.331784334368212,-0.8649262209819573,-1.009922572900703,-1.2809635172847884,0.688902485528338,-1.0570327409708602,1.1249935474053936,-0.9865029173624746,0.23388404820001188,-0.5999837792617095,-0.1566163190069942,-0.324030643381942,-0.09884924840453718,-0.17498333723521903,0.0024028079218596093,-0.7519039790267673,0.5966406199361227,-0.20574690412764357,0.40035351062918717,-0.6326395919627588,0.9805319596945842,-0.5190218373984238,0.8776237415310094,0.09984352657980014,-0.137270242483679,0.2916215435500936,0.032293205333101566,0.5025116801349245,0.2918279208506028,0.4585060170571929,0.46635651329196826,0.21086984686026655,0.3435599843409151,0.09425095004934292,0.21088283633728455,-0.13142882152020194,-0.6311143993366829,0.10751547696903598,0.15355387661614156,-0.2906359183460948,0.04282128079948113,-0.6168441230466644,-0.27303927176190046,-0.6253265103310061,0.10419675242788339,M
-0.21789574810180784,-0.13306285713856553,-0.800183520685706,0.09665131937605771,-0.5717666055299875,0.2730993496191979,-0.49962882326228114,0.20248531735399594,-0.2834399119850588,-0.3435076312802554,-0.2428115480426605,0.7790065836095228,0.29984557865003675,-0.3112734595533492,-0.34722162614257074,0.10431233716342013,0.19727434784807263,-0.0711588279777143,-0.5096460142633263,0.17368724269506797,0.4140549616804173,-0.29448373082940826,0.173698457822751,-0.06559390018195224,-0.26322080112596097,-0.09483198212015923,-0.09809454763385692,0.6549775336309742,0.02038335385838569,-0.29457529998744136,-0.19162139630774755,0.017595188190749275,-0.0034891712540451106,0.2603230438547619,-0.10850957716595547,-0.37333942991249547,-0.43188599639593916,-0.16978292579776638,0.08174707195555311,-0.13350731369288604,-0.2742294169023221,0.2790260152035592,0.35781862650834434,-0.0583928934728572,0.3760355933733258,-0.17621561497158825,-0.02352816644132144,-0.01578509775796643,0.13966925381911124,-0.15307947138996514,V
-0.2182905991655315,-0.2578140842359348,-0.9197380083939638,-0.32510440164397025,-0.4726702933446581,0.12680301585693926,-0.38680640168192953,-0.026501022565270385,-0.18069226120144347,-0.1297548938265628,-0.031787263073854745,0.317517746969439,0.20023329704664233,-0.2791095226528377,-0.2997974276826625,0.14185059690300592,-0.20142887543939897,-0.3079644906820509,0.5081095321961235,0.14606310673966139,0.005236833601357294,-0.06867160361784908,0.0067401363910969195,0.028382990172017106,-0.3039368823067626,0.13124561722517564,-0.39362957897315143,0.5837340558272051,0.1612367195042029,-0.4295512301465041,-0.07246740597271231,-0.24034394886181953,-0.028470203441506574,0.22073734004824594,-0.004444420490789698,-0.4065128219975177,-0.09570505209526785,-0.3093927144267219,0.01025493107778376,0.08392372540564279,-0.3105081961832768,0.2466664100909194,0.2336880535800914,0.19532385145482617,0.3767309769967985,0.09452132576154923,-0.04953567065357066,-0.10018692724031027,-0.054594278821133845,0.13454387923740224,V
