Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,Component21,Component22,Component23,Component24,Component25,Component26,Component27,Component28,Component29,Component30,Component31,Component32,Component33,Component34,Component35,Component36,Component37,Component38,Component39,Component40,Component41,Component42,Component43,Component44,Component45,Component46,Component47,Component48,Component49,Component50,_class_
0.07023912016123302,0.05080588799638473,0.26686412936852066,-0.07258194482090449,-0.11134060861732098,0.22033491116733084,-0.16994480260466155,-0.029576828853279703,-0.07824239537177355,-0.056514396855985534,0.1147709467431711,-0.11198328456245936,-0.07281433341479158,-0.02643082168507109,0.13098762866075062,-0.06029486160683432,0.05882903260166513,-0.21133572640275505,-0.019391749711514646,-0.1479273655550146,-0.06248349171503499,-0.012110557541018516,-0.01065787315529849,-0.09600908714621692,-0.05160139144577339,0.050993926374495104,0.002167487404569503,-0.02641012741154041,0.012996338341917662,-0.09822228351185872,-0.021910094119347048,-0.0071693887798273785,0.02178815280733331,-0.025922007656637488,-0.02827780673337782,0.07790513261130383,0.041790483683848106,-0.08724883238655089,0.07101749920911538,0.015112798450653869,-0.05520527632842099,-0.03296709779794013,-0.07102359478146207,-0.007228302952517579,-0.12662273841939503,0.0442133209425587,-0.023951629156445782,0.02239680908416569,-0.0054762000363984,-0.01043622276324769,V
0.003326903708846328,-0.00016720502865519554,0.05050930180449535,-0.11336612599400683,-0.03285407423019345,0.10595842329793026,-0.1512768793476977,0.12248137456944833,-0.05772119148741281,0.027782345817740476,0.21591693794360706,0.00069844360071049,0.046766085659915566,0.03871775487676833,-0.009717239998634292,-0.0035053878135871694,0.03496326397381639,-0.11646848277643326,0.005476480969519118,-0.08568181106071752,-0.05236086421587029,-0.02385001732188232,-4.7582152148995666e-05,-0.04193703133551753,-0.060023683160374,0.06834778081210964,0.01717880446602955,-0.012961600866531652,-0.033685973180836985,-0.008145615839922923,-0.05672126493883802,0.06217418728574632,-0.019471996850637135,-0.011812340649442178,-0.0021701412093677397,-0.008657868184698204,0.045593315519869296,-0.014529235938363333,-0.07158808279934642,-0.023224381630339058,-0.006155552999579984,-0.05184190080534515,-0.02660161711791437,0.02849159342338768,0.026715015478127,0.0691784164693789,0.02733116580542238,0.05761578674963308,-0.03848544131127787,-0.020217771225209687,V
0.12985366851073268,-0.121831619016322,0.05250999677706619,-0.04428007513621085,-0.0137603165448657,0.161667065783821,-0.15690190074834395,-0.010859322733934836,0.010365818059611526,-0.018075120290780452,0.07911849104386054,-0.047248121156252015,-0.015440435806912971,0.001042222687477252,0.06752499067822071,-0.015959120576307766,0.005789434807744208,-0.061227624404382106,-0.039893286387623975,-0.11638965394607993,-9.205569414174469e-05,-0.01810567766495473,-0.006750138178250941,-0.04204353732803673,-0.0021619560119391437,-0.03161078255029709,-0.010012908215284944,-0.035624936444851506,-0.00932914538826121,-0.055084433850223456,-0.011903256136637862,-0.03736903949048954,0.031641630059135575,-0.022966653865669134,-0.034839695871820245,0.04560460286902768,0.042250301159658436,-0.03877795824005043,0.02700428473629864,-0.001242763952790462,-0.053982532228632356,-0.020856019419530965,-0.04530529951514068,-0.020938330481622344,-0.044024753369506786,0.013400915038886903,-0.032628645391436464,0.025736817576381944,0.034139217997986554,-0.02904973019168155,V
0.33423602807135533,-0.1965176953600513,0.05832057178889608,0.028802087732636435,0.03480265576174354,0.2598954966418945,-0.24447047780085363,-0.07438678720911551,0.0630656583960525,0.04308796103475468,0.08190114511902809,-0.02085957162555435,0.066654576648389,0.06894401800069737,-0.005150910072875341,0.14179292775362817,0.028249209508294997,0.08329113302686934,-0.09081268163188885,-0.1362663973291496,0.10301144899648132,0.08114630694939264,0.030695224240088186,0.11961598508618171,0.1305636000096139,-0.1598903446656879,-0.04795753919909662,-0.1665157662411977,-0.05086020789126802,-0.0558023212808947,-0.02028581471660744,-0.17002812213582857,0.06463602772968695,-0.0925300315413702,0.04760915826584651,0.11546449377243867,0.08815937431483886,-0.03745012610511543,-0.04874190500163185,0.044942408999819876,-0.04451458235554709,0.026015127942481037,-0.03494703717177901,-0.05132477671452566,0.04817631058002726,0.007346670920403205,-0.023581933661370673,-0.03077127833326874,0.06768056737686022,-0.06356784666402449,V
0.21762259180032817,-0.14700528069459562,0.06072902527126206,0.00933194364117278,0.01744155766129185,0.18259069423172058,-0.1902244365792854,-0.028845307215765302,0.04196851168340382,0.023100497717488986,0.05271893657135025,-0.031133124774309535,0.028921483691878774,0.040633011257569185,0.031138721075058832,0.08490933695921055,0.016454966244865987,0.014103091584769393,-0.06063752779812844,-0.10243458573599896,0.06378662680182,0.07033491688315131,0.029954940416972983,0.09252151305522231,0.09602385902160085,-0.1373068703687661,-0.040467551671032005,-0.101110210291453,-0.022744871383670026,-0.06533539168961933,0.02100442594841289,-0.12912848791854792,0.06316182773145648,-0.01202584124359598,0.013135975322595058,0.09847839144001898,0.06067024256105611,-0.06732043974504108,0.06775279903467765,0.03324229952288145,-0.059295092718665905,-0.014726481286493535,-0.06186306769953662,-0.09752938834801766,-0.02536252055134656,0.008458193726244482,-0.07148777509737667,0.009367017090836892,0.06672478992084237,0.0030520724797724738,V
0.0557680919833832,-0.0736598119909797,0.024128973058575115,0.02086260157997632,0.013875031402941804,0.004543862112537685,-0.07081291693723277,0.04376148555904652,0.02406341169279714,-0.00865529090915334,0.028412821866093937,-0.013068312024889785,0.0356053108934562,0.02869057544786844,0.027978267850346832,0.07243019481003808,-0.006502696270012967,0.04080459069494645,-0.056392598356306216,-0.07884117779986698,0.0568978206469862,0.05030126282239551,0.028387017690999765,0.04140372858146539,0.15349708092244047,-0.13433323536002512,-0.041438825258797364,-0.123772682312809,0.003257107619879758,-0.02930521805744287,0.027736492566948795,-0.15523369886853516,0.0533518691222247,-0.07046096638971977,0.035439713976893446,0.07776654216125817,0.056652391759148255,-0.019823436258465964,-0.006597617321039917,0.05569082681731552,-0.029301868923433217,0.045837348649221524,-0.021449980829178598,-0.12093449554665398,0.11891671349007639,-0.03104862860413067,-0.05017282973249139,-0.03771629585645232,0.058258206001201844,-0.027512793583058342,V
0.28073591537881004,-0.20786486135313437,0.02333793733214698,-0.014323709021314714,-0.002422195680444054,0.14403558613140227,-0.10774254290776863,-0.03219486479139922,0.014520038828026625,0.04553989950615769,0.08104892626725704,0.0010955432379119341,-0.02512469090657802,0.006923108255600012,0.06246338719953115,-0.009248172772428724,0.017373597416209207,0.0389199866172593,-0.012157475276870635,-0.047724348188918624,0.02422379399612979,0.029083904341994732,-0.0005364281433623023,0.0277345844523166,-0.010456692996724847,-0.07628537591248029,-0.00834357820719204,0.06549171082853317,0.02911089297574091,-0.033317147545074366,0.046103957963457814,-0.006993240566900375,0.018034313266834377,0.05489718179888775,-0.06532617469343954,-0.020756130309199643,-0.014389205571975662,-0.0341316815473671,0.06327833928732157,-0.024752311684559023,-0.022004694364744254,-0.04655826121565221,-0.010870645019523149,0.001204784589800327,-0.10005561837199564,0.005606665575548479,-0.022647232271313267,0.007706339163091727,0.024888297289433405,0.010597823903781953,M
0.28153362346132876,-0.18175344403926183,-0.030068594097723996,-0.14091860345618762,-0.04583619050489124,0.19756438132878404,-0.08702416698176442,0.009004388757805638,-0.05620264643668989,0.21238135435933636,0.022606083100773937,0.024821635100670973,-0.023502386947323206,0.031799111042952195,0.030251956491082477,-0.006782998768495779,0.03333692629961228,0.05798690325155734,0.002274071400352317,-0.07747098991617618,0.028864494978780842,-0.004042524114852338,-0.008282678281139627,0.02334973000757728,-0.05028692386643443,-0.026017198932705175,0.012746349415695331,0.0540939538783258,0.010824716166600693,-0.025066088039972893,0.014029173049314534,-0.04329849027538593,0.02492820659262757,0.044588384239518,-0.060986633869240525,0.002563079328596031,-0.009494448544059075,-0.015424946277034973,0.019837711263689523,-0.03491447833738842,-0.0005027967224145368,-0.036713281208353196,0.011094381067511927,0.0023710274893499507,-0.07622927897478579,0.031864714192877244,-0.007720098154310852,0.010874176316835035,0.03309981646084864,-0.012375322449286463,M
0.25345060175773104,-0.24379777476488396,-0.06176421718331247,0.0027823984879558235,0.027043333934633755,0.05717554116595395,-0.004601276480780323,-0.061678080083374276,0.023304864692818873,-0.04748580513036288,-0.027821273838884553,-0.02615749485143035,-0.02631648523350245,-0.026399475889841647,-0.0017311589547156607,-0.056486641678593255,-0.008644971189895012,-0.09062372592532512,-0.01211183512281656,-0.04944564804468719,-0.027233828698356943,-0.05758616951630189,-0.028302139850304806,-0.07368656437711778,-0.05661803283748193,0.032220777515322555,0.0091114197854242,-0.009506443458618313,-0.05035070032603393,-0.003245880897597481,-0.014623060196116543,-0.0030556344737911675,0.01583644449769061,-0.01736315233275204,0.017083955680798513,0.023982966106760293,0.02002168062332268,0.010333083519977571,-0.010361577995991831,0.004032684020241449,-0.03618496311330632,0.02399090587567263,-0.03526833975478762,0.024912015187521883,-0.0022785981363781915,0.016715833323830927,0.0063442922975500225,0.027925950182983855,-0.0046991733787857416,-0.024209024359414313,V
0.20797092973797787,-0.18208012717201863,-0.02929184815437701,0.04547207726221278,0.06135324492632534,0.05301245050904656,-0.054086500095091375,-0.034772156121431114,0.056193279813212926,-0.005680163530135241,-0.07833319615582438,0.004340270824837164,0.05250773969468127,0.0405128003561363,-0.04422036630488203,0.05315762413762532,-0.021989207105386623,-0.016607247527752653,-0.030019159129671954,0.04755709393254258,0.0293406009870842,0.06431341537675825,0.04564642646602794,0.07547721107783817,0.13851531748683057,0.04835518767565644,-0.011399768531715393,-0.1476749771420037,0.07014417379741145,-0.033936110471652056,-0.03322915038766688,-0.07952131504413604,0.015649835230980402,-0.034673877624619244,0.025606165461088508,0.05487274560007155,0.022224938401739565,0.009401564241145717,-0.0027067123435530263,0.000357138838790909,-0.048482620531021786,0.018031859852323414,-0.01914821345442145,0.020420177259841923,0.03504205872501832,-0.031893427148213103,-0.011992749799689638,0.0025318230420365404,-0.1252561153088537,0.05371691030529534,V
